Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
ANDORRA,7,2020,1.8,35.3,12.1,23.9
ANDORRA,5,2020,121.2,28.3,7.6,17.3
ANDORRA,1,2020,99.4,16.5,-4,5.9
ANDORRA,12,2020,28.2,16.6,-0.7,6.7
ANDORRA,6,2020,32.8,30.5,7.2,19.1
ANDORRA,11,2020,56,22.8,2.1,10.5
ANDORRA,4,2020,53,20.5,2,12.4
ANDORRA,2,2020,0,20.5,0.9,10.6
ARAGÜÉS DEL PUERTO,7,2020,27.4,35.8,7,22.1
ARAGÜÉS DEL PUERTO,2,2020,6.2,20.1,-2.2,9.3
ARAGÜÉS DEL PUERTO,12,2020,325.2,16.9,-4.6,4.1
ARAGÜÉS DEL PUERTO,1,2020,81.2,16.3,-3.8,6.0
ARAGÜÉS DEL PUERTO,10,2020,206.2,22.5,-0.2,10.4
ARAGÜÉS DEL PUERTO,4,2020,85.4,20.5,-1.2,11.4
ARAGÜÉS DEL PUERTO,6,2020,57.6,30,3.6,16.3
ARAGÜÉS DEL PUERTO,8,2020,26.8,37.7,5.7,22
ARAGÜÉS DEL PUERTO,11,2020,63.6,21.7,2.1,10.6
ARAGÜÉS DEL PUERTO,5,2020,140,28.9,4.7,15.6
ARAGÜÉS DEL PUERTO,9,2020,107.4,30.3,3.6,17.5
ARAGÜÉS DEL PUERTO,3,2020,170.0,23.7,-4.1,7.8
ARANDA DE MONCAYO,6,2020,60.4,30.8,4.2,17.9
ARANDA DE MONCAYO,10,2020,10.8,25.3,0.1,12
ARANDA DE MONCAYO,9,2020,9.8,31.3,4.4,17.9
ARANDA DE MONCAYO,5,2020,35.7,28.9,5.8,16.5
ARANDA DE MONCAYO,12,2020,31.6,17,-1,6
ARANDA DE MONCAYO,11,2020,47.1,22.7,1.5,9.8
ARANDA DE MONCAYO,4,2020,126.2,19,0.9,11.3
ARANDA DE MONCAYO,2,2020,1.3,22,-1.5,9.5
ARANDA DE MONCAYO,1,2020,47.7,15.4,-4.1,6.1
ARANDA DE MONCAYO,7,2020,17.6,37.4,8.1,22.7
ARANDA DE MONCAYO,3,2020,131,25,-2,8.5
ARANDA DE MONCAYO,8,2020,10,36.5,6.7,22.4
AÍNSA-SOBRARBE,10,2020,57,25.1,-0.2,12.4
AÍNSA-SOBRARBE,3,2020,155,22.7,-1.5,9.6
AÍNSA-SOBRARBE,7,2020,43.6,37.9,12.2,24
AÍNSA-SOBRARBE,5,2020,106.8,29.9,7.2,17.9
AÍNSA-SOBRARBE,1,2020,104.8,16.6,-4.7,5
AÍNSA-SOBRARBE,4,2020,97.2,22.8,1.8,13
AÍNSA-SOBRARBE,9,2020,90.8,32.4,5.2,19.2
AÍNSA-SOBRARBE,8,2020,32.8,37.5,7.8,23.8
AÍNSA-SOBRARBE,6,2020,54,31.9,7.1,19
AÍNSA-SOBRARBE,11,2020,59.2,23.1,-1.8,10.2
AÍNSA-SOBRARBE,12,2020,54.8,15.1,-4.6,4.7
AÍNSA-SOBRARBE,2,2020,2.6,20.2,-1.8,9.4
BAILO,8,2020,6.6,37.9,6.5,22.9
BAILO,4,2020,73.8,21,1.3,12.5
BAILO,3,2020,106.2,23.8,-1.7,8.7
BAILO,5,2020,79.4,28.9,7.2,17.1
BAILO,9,2020,70.8,30.9,5.6,18.4
BAILO,7,2020,9.6,36.7,8.6,23.1
BAILO,11,2020,47,22,-1.1,10.2
BAILO,2,2020,3.2,20.8,-1.2,9.3
BAILO,1,2020,45.6,16,-5.8,5.4
BAILO,12,2020,110.4,15,-4.5,5
BAILO,6,2020,48.4,32.4,7.1,17.7
BAILO,10,2020,76.2,24,0.7,11.4
BALLOBAR,12,2020,26.8,16.1,-3.6,6.8
BALLOBAR,6,2020,51.6,34.4,8.7,21.7
BALLOBAR,3,2020,42.8,24.1,0,11.6
BALLOBAR,1,2020,97.4,18.4,-2.6,5.3
BALLOBAR,4,2020,38.4,24.6,3.1,14.7
BALLOBAR,7,2020,2.6,39.3,11.7,26.1
BALLOBAR,2,2020,0.4,21,-1.5,10.9
BALLOBAR,11,2020,51.8,24.7,-1.7,10.6
BALLOBAR,10,2020,5.2,26.3,1.9,14.9
BALLOBAR,8,2020,0,38.4,11.9,26
BALLOBAR,5,2020,42.2,32.7,9.9,20.1
BALLOBAR,9,2020,7.4,33.8,6.7,21.3
BARBASTRO,1,2020,100.8,18.3,-4.8,5.1
BARBASTRO,12,2020,33.2,15.5,-5.5,5.6
BARBASTRO,8,2020,2,37.9,8.5,24.7
BARBASTRO,3,2020,74.2,25,-0.2,10.8
BARBASTRO,2,2020,0.4,21.4,-1.8,9.8
BARBASTRO,6,2020,57.4,34.4,8.1,21.3
BARBASTRO,10,2020,23,28,-1.4,13.6
BARBASTRO,7,2020,18.2,40.1,10.4,25.1
BARBASTRO,5,2020,116.2,33.3,7.6,19.5
BARBASTRO,11,2020,30,25.3,-2.4,10.5
BARBASTRO,9,2020,7.8,33.4,4.8,20.2
BARBASTRO,4,2020,61.3,24.4,2.3,14.4
BELCHITE,5,2020,90.6,33.9,7.4,18.8
BELCHITE,6,2020,76.5,34.6,9.3,20.7
BELCHITE,3,2020,64.3,26.9,0,10.4
BELCHITE,8,2020,9.4,39,11.9,24.6
BELCHITE,4,2020,36,24.8,0.4,13.6
BELCHITE,12,2020,19.7,19,-3.9,6.5
BELCHITE,1,2020,79.1,19.3,-7.3,4.7
BELCHITE,7,2020,2.5,40.3,12.4,25.1
BELCHITE,2,2020,0.3,21.5,-2.5,9.9
BELCHITE,10,2020,12.2,28.2,0.6,13.8
BELCHITE,11,2020,24.9,26.2,-2.7,9.5
BELCHITE,9,2020,17.1,34.1,5.4,20
BELLO,9,2020,16.4,30.8,0.1,15.9
BELLO,3,2020,77.6,24.6,-2.4,7.4
BELLO,2,2020,0.4,20.5,-5.4,7.5
BELLO,6,2020,32.4,33.5,2.6,16.9
BELLO,11,2020,18.2,22.3,-6.2,7.7
BELLO,8,2020,25.6,37,1.9,21
BELLO,1,2020,55.2,15.7,-8.8,3.4
BELLO,12,2020,26.6,16.5,-7.5,4
BELLO,5,2020,55.7,28.7,1.7,14.6
BELLO,4,2020,47.8,19.5,-1.8,10.7
BELLO,10,2020,17.2,25.6,-4,10.5
BELLO,7,2020,3.6,38.3,6.6,21.8
BENABARRE,4,2020,93.1,21.5,1.5,11.9
BENABARRE,11,2020,50.4,21.6,-1.4,9.8
BENABARRE,6,2020,66.2,30.8,6.7,18.1
BENABARRE,10,2020,47.7,24,0.6,12.1
BENABARRE,2,2020,0.4,18.6,-1,8.7
BENABARRE,9,2020,22.6,30,2.2,17.8
BENABARRE,7,2020,42.6,36,10.2,22.9
BENABARRE,8,2020,1.6,35.7,7.7,22.5
BENABARRE,5,2020,107.7,29,6.8,17
BENABARRE,3,2020,82,23,-1.9,8.7
BENABARRE,1,2020,99.4,14.4,-3.8,5
BENABARRE,12,2020,35,15.4,-4,4.9
BIELSA,5,2020,105.6,30.7,4.7,16.1
BIELSA,12,2020,51.8,13.8,-5.1,3
BIELSA,7,2020,14.6,35.3,7.4,21.2
BIELSA,1,2020,87.2,16.1,-4,4.8
BIELSA,6,2020,197,30.5,5.7,16.3
BIELSA,3,2020,127,24.2,-3.2,7.8
BIELSA,4,2020,93,20.9,-0.6,11.2
BIELSA,9,2020,120.8,30.7,4.7,16.2
BIELSA,2,2020,3.6,21.6,-3.1,8.1
BIELSA,10,2020,166.6,22.4,-1,10.1
BIELSA,11,2020,72.2,22.2,-2.2,8.4
BIELSA,8,2020,51.6,35.6,4.6,20
BIESCAS,5,2020,149.8,26.9,4.5,14.3
BIESCAS,9,2020,116.6,28,2.4,15.1
BIESCAS,6,2020,153,27.3,4.1,14.7
BIESCAS,12,2020,179.2,11.4,-5.6,2.3
BIESCAS,10,2020,230.8,20.8,-1,8.7
BIESCAS,4,2020,148.4,18.5,-1,9.8
BIESCAS,8,2020,34.2,33.1,4,19
BIESCAS,7,2020,49.8,32.8,5.8,19.4
BIESCAS,1,2020,114,14.2,-4.1,3.8
BIESCAS,11,2020,74.8,20.4,-1.7,7.9
BIESCAS,2,2020,14.4,18.3,-3,7
BIESCAS,3,2020,222.4,21.8,-3.9,6.5
BOQUIÑENI,7,2020,0.1,40,12.1,24.5
BOQUIÑENI,2,2020,1.8,21,-2.3,9.2
BOQUIÑENI,8,2020,0.1,39,10.9,24.2
BOQUIÑENI,3,2020,77.9,23.9,-0.8,10
BOQUIÑENI,10,2020,20.1,24.9,1.4,13.2
BOQUIÑENI,5,2020,58.3,32.9,9.3,19.1
BOQUIÑENI,12,2020,33.4,15,-4,6
BOQUIÑENI,9,2020,9.6,33.2,4.9,19.6
BOQUIÑENI,11,2020,40.5,23.7,-3.4,9.7
BOQUIÑENI,1,2020,51.1,20,-4.7,5.2
BOQUIÑENI,4,2020,66.3,24.2,0.2,14.2
BOQUIÑENI,6,2020,24.7,34.6,9.8,20.5
BORJA,9,2020,18.6,33,6,19.7
BORJA,1,2020,66.3,17.2,-5,6.1
BORJA,10,2020,35.4,24.2,0.3,13
BORJA,4,2020,90.8,23.6,0.2,14.5
BORJA,12,2020,35.4,14,-0.5,7.5
BORJA,3,2020,131.1,23.5,0.5,11
BORJA,7,2020,8.6,38.8,13.8,24.2
BORJA,11,2020,32.9,22.5,0,10.7
BORJA,8,2020,6.1,38.7,11.5,23.8
BORJA,2,2020,2.8,20.6,-2.2,11
BORJA,5,2020,67.4,31.3,8.9,18.4
BORJA,6,2020,36.2,35.1,9,19.7
CALAMOCHA,11,2020,27.2,23,-4.6,8.6
CALAMOCHA,1,2020,58.8,15.4,-8.3,4.4
CALAMOCHA,6,2020,64,33.4,4.9,18.4
CALAMOCHA,4,2020,102.6,21.4,-1.3,12.2
CALAMOCHA,10,2020,11.6,16.6,-3.3,11.4
CALAMOCHA,8,2020,13,36.9,3.6,22.1
CALAMOCHA,12,2020,26.4,16.6,-6.2,4.9
CALAMOCHA,7,2020,28.4,38.6,9.1,22.8
CALAMOCHA,9,2020,26.4,32,1.5,17.2
CALAMOCHA,2,2020,0.2,21.5,-4.3,8.6
CALAMOCHA,3,2020,74.6,26.8,-3.1,8.4
CALAMOCHA,5,2020,101.8,31.6,3.8,16.4
CALATAYUD,12,2020,32,17.2,-3.6,6.8
CALATAYUD,1,2020,46.6,17.1,-5.5,6
CALATAYUD,10,2020,22.8,28.1,-0.2,13.6
CALATAYUD,9,2020,27.8,33.7,3.2,19.5
CALATAYUD,4,2020,67,23.2,0.4,14
CALATAYUD,5,2020,96,33.3,7,18.6
CALATAYUD,8,2020,8,40.7,6.9,24.4
CALATAYUD,6,2020,62,34.3,6.7,20.4
CALATAYUD,7,2020,19.8,41.3,10.7,24.8
CALATAYUD,11,2020,28.8,24.6,-3.6,10.4
CALATAYUD,3,2020,63.6,27.7,-0.6,10.3
CALATAYUD,2,2020,0,24.3,-2.6,10.3
CANDASNOS,12,2020,29.4,14.4,-2.4,5.8
CANDASNOS,6,2020,69.8,34.9,8.7,20.4
CANDASNOS,9,2020,4.2,34.8,4.4,20
CANDASNOS,8,2020,2,39.1,10.1,24.2
CANDASNOS,11,2020,75.4,26.7,-2.5,9.9
CANDASNOS,2,2020,2,21,-1.4,9.8
CANDASNOS,5,2020,123.8,33.3,8.3,18.9
CANDASNOS,7,2020,0,40.2,11.2,24.6
CANDASNOS,3,2020,44.2,25.6,-0.9,10.6
CANDASNOS,4,2020,40.8,24.6,2.5,13.8
CANDASNOS,10,2020,11.4,26.9,-0.3,13.6
CANDASNOS,1,2020,116.2,18.9,-3.3,4.6
CAPELLA,8,2020,2.8,36.9,6.9,23.2
CAPELLA,7,2020,25.8,37.4,10.9,23.8
CAPELLA,9,2020,21,31.5,3.2,18.4
CAPELLA,1,2020,101,15.8,-6.3,4.3
CAPELLA,6,2020,71.6,32.4,6.1,19
CAPELLA,12,2020,28.6,14.6,-6.6,4
CAPELLA,11,2020,44.4,23.3,-3.6,9.7
CAPELLA,2,2020,0.2,20.4,-2.3,8.7
CAPELLA,10,2020,37.4,25.4,-1.7,11.8
CAPELLA,3,2020,86.8,22.8,-2.5,8.8
CAPELLA,5,2020,83,29.7,5.4,17.1
CAPELLA,4,2020,135.2,22,1.1,12.3
CASPE,11,2020,65.6,26,-1.3,11.3
CASPE,8,2020,12.2,40,13,26.9
CASPE,9,2020,4.4,34.8,9.8,22.2
CASPE,10,2020,10.2,26.4,4.4,16
CASPE,5,2020,89.6,33.3,10.8,20.4
CASPE,7,2020,7,41.6,15.3,26.9
CASPE,1,2020,111,19.4,-3.3,5.8
CASPE,12,2020,24.4,16.9,0.5,7.5
CASPE,2,2020,0.2,22.2,0,11.7
CASPE,3,2020,47.8,26.2,1.4,12.1
CASPE,4,2020,28.4,25,4.2,15.5
CASPE,6,2020,39,35,10.6,22.4
CASTEJÓN DE VALDEJASA,11,2020,36.2,23.7,0.1,10.9
CASTEJÓN DE VALDEJASA,8,2020,2.8,39,9.2,23.7
CASTEJÓN DE VALDEJASA,3,2020,24.6,23.6,-0.2,9.5
CASTEJÓN DE VALDEJASA,10,2020,31.8,24.2,2.3,13.1
CASTEJÓN DE VALDEJASA,4,2020,28.8,22.8,1.6,13.3
CASTEJÓN DE VALDEJASA,7,2020,3.2,38,9.9,23.9
CASTEJÓN DE VALDEJASA,5,2020,55,31.6,7.4,18
CASTEJÓN DE VALDEJASA,1,2020,7.2,16.9,-5.6,5.4
CASTEJÓN DE VALDEJASA,6,2020,22.8,34.2,7.6,18.9
CASTEJÓN DE VALDEJASA,9,2020,31.6,33.4,5.9,19.5
CASTEJÓN DE VALDEJASA,12,2020,40,16.6,-0.6,6.5
CASTEJÓN DE VALDEJASA,2,2020,0,20.9,1.7,10.4
CASTELLOTE,6,2020,42.4,32.3,8.4,20
CASTELLOTE,3,2020,93.8,27.3,-0.5,9.9
CASTELLOTE,2,2020,0,22.6,1.6,11.9
CASTELLOTE,5,2020,71,30.5,8.3,18.2
CASTELLOTE,1,2020,79.2,17.2,-2.4,7.3
CASTELLOTE,10,2020,13.8,25.4,3.8,14.7
CASTELLOTE,8,2020,47.4,37.8,11,24.4
CASTELLOTE,11,2020,102,25,1.7,11.4
CASTELLOTE,7,2020,3.2,38.1,13.5,25
CASTELLOTE,9,2020,10,32.2,7.9,19.8
CASTELLOTE,12,2020,30.4,19,-0.5,7.8
CASTELLOTE,4,2020,73.6,21.7,3,13.1
CEDRILLAS,12,2020,41.2,16,-5.8,2.7
CEDRILLAS,4,2020,89.6,17.2,-3,8.7
CEDRILLAS,1,2020,34.8,15.6,-6.4,3.2
CEDRILLAS,3,2020,94.7,22.6,-4.7,5.6
CEDRILLAS,8,2020,14.2,33.9,2.9,20.1
CEDRILLAS,11,2020,103.4,22,-5.1,7.2
CEDRILLAS,7,2020,34,34.4,7.3,20.6
CEDRILLAS,5,2020,53.8,26.3,2.4,13.2
CEDRILLAS,2,2020,0,19.2,-4.1,7.1
CEDRILLAS,10,2020,29.8,22.8,-3.5,9.2
CEDRILLAS,9,2020,14.8,27.9,0.9,14.6
CEDRILLAS,6,2020,35.8,28.8,2.3,15.6
DAROCA,9,2020,17.8,33.1,2.1,18.2
DAROCA,10,2020,23,27.5,-2.1,12.4
DAROCA,7,2020,29.2,39.5,9.3,23.4
DAROCA,3,2020,77.2,27.2,-1.8,9
DAROCA,1,2020,80.2,15.4,-7.9,4.7
DAROCA,5,2020,49.7,32.3,4.5,17.2
DAROCA,8,2020,20.4,38.9,5,23.2
DAROCA,6,2020,55,33.2,5,19.2
DAROCA,4,2020,97.8,21.5,-1.1,12.9
DAROCA,11,2020,26.7,23.8,-3.8,9.9
DAROCA,2,2020,0.2,22.4,-3.5,9.2
DAROCA,12,2020,29.6,17.7,-5.5,5.6
EJEA DE LOS CABALLEROS,8,2020,2.2,39.5,10.8,24.9
EJEA DE LOS CABALLEROS,11,2020,35.8,24.1,-2.1,11.2
EJEA DE LOS CABALLEROS,1,2020,28.2,19.4,-4.4,6.4
EJEA DE LOS CABALLEROS,10,2020,37,25,2,13.4
EJEA DE LOS CABALLEROS,2,2020,0,21.2,-0.9,11.2
EJEA DE LOS CABALLEROS,5,2020,33.6,33.9,8.2,19.3
EJEA DE LOS CABALLEROS,7,2020,11.6,39.4,12,25.1
EJEA DE LOS CABALLEROS,12,2020,39.8,15,-2,6.8
EJEA DE LOS CABALLEROS,4,2020,51.6,24.9,2.7,14.9
EJEA DE LOS CABALLEROS,9,2020,14,34.4,5.5,20.2
EJEA DE LOS CABALLEROS,3,2020,61.1,25,1,11.2
EJEA DE LOS CABALLEROS,6,2020,37.6,35.6,8.9,21
FRAGA,2,2020,0.6,21.9,-0.3,11.8
FRAGA,4,2020,60.2,24.3,4.7,15.4
FRAGA,10,2020,5.7,28,2.5,14.3
FRAGA,5,2020,93.4,33.4,11.2,20.7
FRAGA,1,2020,103.1,19,-2.4,5.4
FRAGA,8,2020,42.4,39,12.4,26.8
FRAGA,3,2020,39,26.8,0.8,12.4
FRAGA,9,2020,6.8,35.1,8.1,22.1
FRAGA,11,2020,70.8,26,-1.2,11.4
FRAGA,12,2020,22.9,17,-2.5,6.9
FRAGA,6,2020,54.2,35.1,10.5,22.7
FRAGA,7,2020,0.4,41.1,14.4,27.1
HUESCA,8,2020,1.4,38.4,9,25
HUESCA,12,2020,52.4,14.1,-3.7,5.8
HUESCA,6,2020,39.8,33.8,7.6,20.3
HUESCA,9,2020,9,32.6,6.8,20.4
HUESCA,11,2020,29.6,22.9,0.7,10.8
HUESCA,7,2020,2.8,38.8,9.9,25.1
HUESCA,10,2020,33.2,24.2,2.2,13.3
HUESCA,2,2020,0,19.3,-0.4,10.3
HUESCA,1,2020,90.2,16,-2.9,4.9
HUESCA,4,2020,61.8,22.7,1.9,13.5
HUESCA,3,2020,76.8,22.3,-0.1,9.8
HUESCA,5,2020,87.6,31.5,7.7,18.4
HÍJAR,5,2020,81,33,9.6,20.3
HÍJAR,6,2020,26.8,35.9,10.5,22.5
HÍJAR,9,2020,4.6,35,8.4,22.1
HÍJAR,1,2020,130.2,21.6,-6,5.7
HÍJAR,3,2020,42.8,26.8,0.9,12.1
HÍJAR,8,2020,8.2,39.7,12.5,26.6
HÍJAR,2,2020,0,23.9,0.2,12.3
HÍJAR,11,2020,40.4,26.5,-0.2,11.2
HÍJAR,12,2020,19.2,18.5,-0.6,8.1
HÍJAR,4,2020,37.2,26.6,3.4,15.2
HÍJAR,7,2020,7,41.3,14.4,26
HÍJAR,10,2020,4.4,29.3,3.7,16.5
JABALOYAS,8,2020,17.8,32.6,4.3,20.9
JABALOYAS,12,2020,29.5,13.5,-8,1.9
JABALOYAS,6,2020,11,29.8,3.3,16.5
JABALOYAS,7,2020,42.6,32.6,10.9,22
JABALOYAS,9,2020,14.4,27.4,2.7,15.8
JABALOYAS,1,2020,79,15.3,-6.2,3.3
JABALOYAS,10,2020,10.9,22,-4,8.7
JABALOYAS,4,2020,111.6,17.1,-0.6,8
JABALOYAS,11,2020,78.8,21.1,1.7,8.3
JABALOYAS,3,2020,189.9,22,-5,5.3
JABALOYAS,5,2020,37.4,25.5,4.4,14.3
JABALOYAS,2,2020,0,18.8,-1.6,8.4
JACA,8,2020,6.6,38,4.4,22.1
JACA,5,2020,97.2,29.8,4.6,15.5
JACA,3,2020,115,25.5,-1.5,8.6
JACA,9,2020,59,31.6,3.4,17.3
JACA,6,2020,74.5,31.4,3.6,16.6
JACA,12,2020,145,16,-5,3.8
JACA,1,2020,91.3,15.3,-4.4,5.3
JACA,2,2020,10,20.5,-3.2,8.9
JACA,7,2020,4.6,38.1,6.4,22.5
JACA,4,2020,87.1,21.4,-1.7,12.2
JACA,10,2020,97,24,-1.5,11
JACA,11,2020,40.8,22.2,-0.8,9.3
LA ALMUNIA DE DOÑA GODINA,4,2020,109.4,24.2,2.2,14.5
LA ALMUNIA DE DOÑA GODINA,10,2020,27.5,26,1,15
LA ALMUNIA DE DOÑA GODINA,9,2020,6.8,35.3,5.6,20.3
LA ALMUNIA DE DOÑA GODINA,7,2020,9.4,41,10.1,24.6
LA ALMUNIA DE DOÑA GODINA,12,2020,23.5,19,-2.5,8.7
LA ALMUNIA DE DOÑA GODINA,3,2020,113.7,26.9,-1,10.9
LA ALMUNIA DE DOÑA GODINA,6,2020,89.2,35.1,7.5,20.5
LA ALMUNIA DE DOÑA GODINA,5,2020,89.4,33.6,7.7,19.2
LA ALMUNIA DE DOÑA GODINA,11,2020,32.4,26.4,-3,11.2
LA ALMUNIA DE DOÑA GODINA,8,2020,26.4,39.9,11.7,24.4
LA ALMUNIA DE DOÑA GODINA,1,2020,60,19.6,-4.2,6.9
LA ALMUNIA DE DOÑA GODINA,2,2020,0,23.7,-0.5,11.8
LANAJA,8,2020,16.6,37.1,10.8,24.7
LANAJA,3,2020,32.4,24.3,-0.1,10.8
LANAJA,1,2020,68.4,17.9,-5.3,5
LANAJA,9,2020,7.8,32.4,7.4,20.7
LANAJA,12,2020,33.2,14.7,-2.8,6.6
LANAJA,4,2020,37.7,23.4,4.4,13.8
LANAJA,5,2020,76.8,31.8,9,19.2
LANAJA,6,2020,48.8,33.2,9.3,20.9
LANAJA,7,2020,2.4,38.2,11.7,25
LANAJA,2,2020,0,20.3,0.7,10.7
LANAJA,10,2020,17.2,25.3,3.7,14.6
LANAJA,11,2020,20.8,24.2,0.6,10.9
LECIÑENA,4,2020,35.5,24.8,2.3,14.3
LECIÑENA,10,2020,25.7,26.5,0.5,13.7
LECIÑENA,9,2020,14,34.3,4.5,20.1
LECIÑENA,2,2020,0.3,21.2,-2.7,10.3
LECIÑENA,8,2020,3.2,40.2,6.9,24.7
LECIÑENA,3,2020,55.8,25,0,10.3
LECIÑENA,5,2020,79.6,34,5.9,18.9
LECIÑENA,7,2020,3.6,40.2,9.8,24.9
LECIÑENA,1,2020,56.6,19,-5.5,5.3
LECIÑENA,11,2020,27,24.3,-3.1,10.4
LECIÑENA,6,2020,47.2,35.5,7.2,20.7
LECIÑENA,12,2020,39.9,16.5,-2,6.7
MONTALBÁN,6,2020,63.2,31.6,6,18.3
MONTALBÁN,3,2020,65.6,24,-1.5,8.4
MONTALBÁN,12,2020,43.4,18.3,-3.7,5.8
MONTALBÁN,4,2020,94.4,20.9,-0.8,11.8
MONTALBÁN,10,2020,16.4,26.2,-1.1,12.5
MONTALBÁN,2,2020,0.2,22.9,-2.6,9.9
MONTALBÁN,7,2020,15.8,39.3,9.1,22.7
MONTALBÁN,1,2020,94.2,18,-4.1,5.4
MONTALBÁN,8,2020,62.4,36.6,5.9,22.4
MONTALBÁN,5,2020,71.8,30.6,5,16.3
MONTALBÁN,9,2020,5.8,30.7,2.9,17.6
MONTALBÁN,11,2020,72.4,24.9,-3,9.4
MONZÓN,4,2020,60.3,24.5,3,14.7
MONZÓN,5,2020,98,33.5,8,19.4
MONZÓN,3,2020,51.3,23.5,0,10.5
MONZÓN,11,2020,40.2,24.5,-1.5,10.7
MONZÓN,1,2020,101.1,18.1,-3.6,4.7
MONZÓN,10,2020,21.6,26.2,-0.3,13.6
MONZÓN,6,2020,35,35.5,9,20.7
MONZÓN,12,2020,36.9,15,-4.5,6.1
MONZÓN,8,2020,34.5,38,10,25.6
MONZÓN,9,2020,5.5,34.5,6,20.9
MONZÓN,7,2020,24.9,40.6,11.2,25
MONZÓN,2,2020,2,21,-2,9.7
MOSQUERUELA,11,2020,146,21.5,-0.3,7.9
MOSQUERUELA,3,2020,219.8,21.2,-4.1,5.2
MOSQUERUELA,8,2020,15.4,32.7,4,20
MOSQUERUELA,1,2020,102.2,16.6,-5.9,4.6
MOSQUERUELA,12,2020,25.8,18.9,-6.4,3.2
MOSQUERUELA,2,2020,0,19.5,-3,8.4
MOSQUERUELA,10,2020,11.8,22.6,-0.5,9.7
MOSQUERUELA,7,2020,30,31.9,9.4,20.2
MOSQUERUELA,4,2020,98.6,16,-1.1,8
MOSQUERUELA,5,2020,47.2,24.3,3.1,13.4
MOSQUERUELA,6,2020,41.4,27,3.5,15.1
MOSQUERUELA,9,2020,16.2,25.5,3.3,14.7
MUNIESA,4,2020,75.6,20.6,1.5,12.1
MUNIESA,2,2020,0,21.6,-0.9,10.4
MUNIESA,8,2020,13.4,36.5,9.3,23
MUNIESA,12,2020,25.8,18.1,-3.1,6.4
MUNIESA,3,2020,83.2,24.9,-2,8.5
