Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
ARAGÜÉS DEL PUERTO,9,2016,61.2,34.4,6.3,18.6
ARAGÜÉS DEL PUERTO,1,2016,176,14,-6.5,5.1
ARAGÜÉS DEL PUERTO,12,2016,0,17.2,-3.1,7.4
ARAGÜÉS DEL PUERTO,2,2016,121.8,19.1,-6.7,5.5
ARAGÜÉS DEL PUERTO,10,2016,120,25.3,1.9,13.7
ARAGÜÉS DEL PUERTO,8,2016,27,33.7,7.6,21.8
ARAGÜÉS DEL PUERTO,6,2016,25.8,30.3,3.9,17.3
ARAGÜÉS DEL PUERTO,7,2016,55.6,34.1,5.6,21.1
ARAGÜÉS DEL PUERTO,5,2016,73.4,24.8,0.7,12.4
ARAGÜÉS DEL PUERTO,4,2016,95.2,19.5,-0.9,8.5
ARAGÜÉS DEL PUERTO,3,2016,128.6,18.1,-3.8,5.5
ARAGÜÉS DEL PUERTO,11,2016,200,20.3,-1.3,7.7
AÍNSA-SOBRARBE,1,2016,47.8,17.8,-5,6.1
AÍNSA-SOBRARBE,10,2016,67.6,26.8,4.3,14.8
AÍNSA-SOBRARBE,2,2016,105.6,21,-4.9,6.8
AÍNSA-SOBRARBE,8,2016,4,35.6,12.4,24
AÍNSA-SOBRARBE,12,2016,1.4,17.1,-3.9,5.8
AÍNSA-SOBRARBE,6,2016,25,33.4,5.7,20
AÍNSA-SOBRARBE,3,2016,62.2,22.3,-2.9,8.4
AÍNSA-SOBRARBE,7,2016,59.6,37.6,9.1,24.1
AÍNSA-SOBRARBE,9,2016,74.8,37.5,7.9,20.6
AÍNSA-SOBRARBE,5,2016,72.2,27.4,2.1,14.6
AÍNSA-SOBRARBE,4,2016,103.8,22.3,1.8,11.3
AÍNSA-SOBRARBE,11,2016,151.2,19,-1,8.9
BAILO,11,2016,173.2,19.1,-1.6,7.9
BAILO,1,2016,70.6,16.5,-2,6.4
BAILO,2,2016,100,18.2,-6.4,6.1
BAILO,9,2016,39.4,35.5,8.6,19.8
BAILO,8,2016,3.6,35.1,10,22.9
BAILO,7,2016,26,35.6,7.2,22.4
BAILO,6,2016,5,32.3,5.6,18.8
BAILO,10,2016,87,26.7,1.7,14
BAILO,3,2016,147.6,19.7,-3.1,6.7
BAILO,4,2016,73,19.7,-0.9,9.9
BAILO,5,2016,77.8,27,2.1,13.6
BAILO,12,2016,0.6,14.3,-4.2,6
BALLOBAR,5,2016,23.2,29.8,2.7,17.1
BALLOBAR,12,2016,10.8,17.4,-1.5,5.2
BALLOBAR,11,2016,74.6,18.3,0.5,9.8
BALLOBAR,9,2016,13,37.1,9.8,22.3
BALLOBAR,1,2016,16,19.6,-3.9,8.6
BALLOBAR,10,2016,34,28.7,4.3,16.4
BALLOBAR,2,2016,58.8,21.4,-2.8,9.1
BALLOBAR,8,2016,0.8,36.9,12.9,25.2
BALLOBAR,3,2016,46.2,24.4,-0.9,10.5
BALLOBAR,7,2016,1.2,38.9,12.7,26.1
BALLOBAR,6,2016,8.4,34.9,10.2,22.8
BALLOBAR,4,2016,37.2,25.1,3.2,13.5
BARBASTRO,8,2016,1,36.3,9.6,24
BARBASTRO,3,2016,69.2,24,-3.6,9.3
BARBASTRO,7,2016,11.8,38.1,8.8,24.9
BARBASTRO,6,2016,13.6,35.2,6.1,21.6
BARBASTRO,11,2016,111.2,20.7,-1.7,9.1
BARBASTRO,4,2016,93,24.5,0.3,12.5
BARBASTRO,5,2016,33,30.1,-0.4,16.0709677419355
BARBASTRO,9,2016,22,38.3,6.2,21.4
BARBASTRO,10,2016,50.6,28.9,1.7,15.8
BARBASTRO,1,2016,19.4,17.7,-6.5,7.3
BARBASTRO,2,2016,76.6,19.9,-6.6,7.8
BARBASTRO,12,2016,0.8,18.3,-2.4,5
BELCHITE,11,2016,64.1,20.1,-1.1,8.7
BELCHITE,9,2016,1.2,39.2,7.9,21.6
BELCHITE,10,2016,36,29.5,3,15.2
BELCHITE,1,2016,23,20.1,-2.3,8.2
BELCHITE,8,2016,1,38.4,11.7,24.5
BELCHITE,2,2016,41.3,20.4,-3.1,8.4
BELCHITE,7,2016,11,41,9.9,25.3
BELCHITE,6,2016,13,36.4,7.4,22.2
BELCHITE,5,2016,37.3,31,4.7,16.2
BELCHITE,3,2016,32.9,24.2,0.3,9.1
BELCHITE,4,2016,37.8,25.9,-0.6,12.4
BELCHITE,12,2016,9.7,16.6,-1.6,5
BELLO,11,2016,73.4,22,-5,6.1
BELLO,9,2016,13.2,36.6,3.5,17.5
BELLO,1,2016,34.2,19.6,-6.1,5.9
BELLO,10,2016,31,27.2,-1.5,12.9
BELLO,6,2016,9,33.6,0.6,17.9
BELLO,8,2016,10.4,35.7,4,21.4
BELLO,7,2016,1.7,36.5,3.2,21.7
BELLO,5,2016,10.4,27.9,-4,12
BELLO,2,2016,34.8,15.9,-9.1,4.5
BELLO,4,2016,32.4,20.1,-5.6,7.9
BELLO,3,2016,31.1,21.4,-6.7,4.9
BELLO,12,2016,4.8,15.2,-9.8,4
BENABARRE,12,2016,0.8,18.6,-3,6.7
BENABARRE,9,2016,68,34.5,6.9,19.4
BENABARRE,8,2016,1.2,35.1,9.9,22.6
BENABARRE,2,2016,82,20.4,-5.3,6.4
BENABARRE,3,2016,49,21.7,-2.7,7.1
BENABARRE,7,2016,27.2,36.2,7.4,22.8
BENABARRE,6,2016,31.8,33.6,5.5,19.2
BENABARRE,4,2016,90.8,21.3,0.4,10.4
BENABARRE,5,2016,71.6,27.6,-0.7,13.8209677419355
BENABARRE,11,2016,122.8,20.4,-1.5,8
BENABARRE,1,2016,20.2,18.6,-4.9,6.1
BENABARRE,10,2016,59,26.2,3.8,14.6
BIELSA,12,2016,0,17.1,-6,4.5
BIELSA,8,2016,70.6,35.5,6.8,21.2
BIELSA,7,2016,85.4,36.4,5.9,21.5
BIELSA,6,2016,43.8,34.5,2.1,18
BIELSA,5,2016,106.2,27.4,2.2,13
BIELSA,1,2016,256.8,17.2,-3.9,5.1
BIELSA,2,2016,115.8,19.2,-5.2,5.4
BIELSA,4,2016,162.6,22.9,-1.2,9.4
BIELSA,3,2016,95.4,21.3,-4.2,6.3
BIELSA,11,2016,335.4,20,-2.9,6.8
BIELSA,9,2016,47.6,36.1,5.4,17.7
BIELSA,10,2016,142.6,25.9,2,12.6
BIESCAS,3,2016,101.2,16.2,-4.8,4.5
BIESCAS,12,2016,0,15.6,-5.8,4.3
BIESCAS,4,2016,159.4,19.5,-2.3,7.4
BIESCAS,8,2016,14,31.8,6.2,19.4
BIESCAS,6,2016,46.2,29.2,3,15.7
BIESCAS,7,2016,90.8,31.7,4.5,19
BIESCAS,5,2016,124,23.3,-0.4,11.1
BIESCAS,11,2016,343.6,17.4,-3.8,5.5
BIESCAS,9,2016,46.4,32.6,4.6,16
BIESCAS,10,2016,110.8,23.3,-0.9,11.2
BIESCAS,1,2016,270.8,15.7,-4.4,3.9
BIESCAS,2,2016,152.8,18,-6.6,4.1
BOQUIÑENI,12,2016,4.2,15.6,-9,2.9
BOQUIÑENI,11,2016,87.7,19.3,-2.5,8.1
BOQUIÑENI,9,2016,10.4,37.8,9.1,21.2
BOQUIÑENI,10,2016,31.6,28.4,4,14.7
BOQUIÑENI,1,2016,35.3,19.2,-1.9,8.2
BOQUIÑENI,8,2016,2.1,38.8,10.4,23.9
BOQUIÑENI,2,2016,35.7,21.2,-3.5,7.9
BOQUIÑENI,7,2016,4.9,41,11.1,24.1
BOQUIÑENI,6,2016,2.3,35.7,7.8,21.6
BOQUIÑENI,3,2016,40,23.7,-0.2,9
BOQUIÑENI,5,2016,41.6,30.2,4.7,16.3
BOQUIÑENI,4,2016,46.4,25.2,-0.7,12.5
BORJA,7,2016,15.4,39.8,12.7,23.9
BORJA,4,2016,46.3,24.6,-1.2,11.7
BORJA,6,2016,11.1,35.9,7.7,21.3
BORJA,3,2016,50.4,22.3,-1.4,8.4
BORJA,5,2016,58.5,29,4.5,15.3
BORJA,9,2016,5.9,36.3,8.1,21.2
BORJA,10,2016,24.5,27.6,2.6,15
BORJA,12,2016,11.5,15.1,-2.7,5.4
BORJA,1,2016,55.6,18.3,-1.8,7.6
BORJA,11,2016,69.3,22.2,-0.7,9.1
BORJA,2,2016,43.7,19,-3,7.7
BORJA,8,2016,3.3,37,9.3,23.7
BUJARALOZ,9,2016,1.6,37.9,9.5,21.9
BUJARALOZ,10,2016,16.6,29.2,2.8,15.9
BUJARALOZ,1,2016,18.8,18.4,-2.1,7.8
BUJARALOZ,2,2016,46.4,19.6,-4.1,8
BUJARALOZ,3,2016,29.6,24.2,-1.9,9.2
BUJARALOZ,12,2016,4.4,16.1,-2.2,5.2
BUJARALOZ,4,2016,46.6,26.5,1,12.8
BUJARALOZ,8,2016,0.4,36.6,10.3,24.9
BUJARALOZ,7,2016,1.4,38,9.4,24.9
BUJARALOZ,5,2016,18.4,29.5,2.2,16.4
BUJARALOZ,6,2016,20,34.9,8.9,22.2
BUJARALOZ,11,2016,67.4,19.5,0,9.1
CALAMOCHA,2,2016,49.2,17.7,-7.5,5.8
CALAMOCHA,4,2016,35,22.9,-3.6,9.8
CALAMOCHA,12,2016,6.6,16,-8.9,5.4
CALAMOCHA,3,2016,31.4,24,-6.1,6.3
CALAMOCHA,11,2016,68.4,24.7,-4,7.8
CALAMOCHA,9,2016,21,37.3,5.2,19.2
CALAMOCHA,10,2016,34.8,29.5,0.1,14.8
CALAMOCHA,1,2016,43.4,21.2,-6,7.2
CALAMOCHA,7,2016,14.6,38.2,4.8,23.1
CALAMOCHA,6,2016,34.6,34.9,1.5,19.5
CALAMOCHA,8,2016,39.4,37.6,5.8,22.4
CALAMOCHA,5,2016,21.8,29.1,-2.9,13.6903225806452
CALATAYUD,3,2016,37.4,24.7,-3.6,8.2
CALATAYUD,11,2016,61,23.5,-1.9,8.5
CALATAYUD,4,2016,43.8,23.3,-1.6,11.5
CALATAYUD,9,2016,0.8,37.7,6.9,21
CALATAYUD,10,2016,26,30.4,1.9,15.3
CALATAYUD,1,2016,42.4,17.6,-3.6,8.1
CALATAYUD,6,2016,4.8,38.1,6.1,21.3
CALATAYUD,12,2016,4.4,15.6,-6.4,5.1
CALATAYUD,2,2016,27.2,17.9,-5.7,7.8
CALATAYUD,5,2016,33.6,30.4,-0.7,15.4177419354839
CALATAYUD,8,2016,11.2,37.3,8.4,24.2
CALATAYUD,7,2016,54.8,39.4,8,24
CANDASNOS,2,2016,43,20.4,-4,7.8
CANDASNOS,12,2016,7.4,15.8,-3.3,4.1
CANDASNOS,11,2016,84.5,19,-1.9,8.5
CANDASNOS,9,2016,5.8,37.5,8.3,20.7
CANDASNOS,1,2016,12.9,20,-3.6,7.4
CANDASNOS,3,2016,23.7,24.5,-3.5,8.9
CANDASNOS,10,2016,39.1,30,3.2,15
CANDASNOS,8,2016,1.1,36.5,10.6,23.4
CANDASNOS,7,2016,0.3,39.3,8.9,24
CANDASNOS,6,2016,9.3,34.8,8.8,21.1
CANDASNOS,4,2016,49.1,24.9,2.1,12.5
CANDASNOS,5,2016,39.9,29.4,2,15.8
CASPE,12,2016,7.8,16,0.2,5.9
CASPE,11,2016,78.6,19.9,0.3,10.8
CASPE,9,2016,12,39.5,12.4,23.9
CASPE,1,2016,16,20.5,-0.6,9.5
CASPE,2,2016,45,22.7,-1.1,10.2
CASPE,3,2016,13.6,26,2.9,11.2
CASPE,8,2016,0.2,39.2,15,26.3
CASPE,10,2016,40.4,30.3,8.8,17.9
CASPE,7,2016,0.2,41.3,13.7,27.5
CASPE,6,2016,0.6,37.1,12.2,24.3
CASPE,4,2016,56.8,28.6,5.7,14.9
CASPE,5,2016,22,31.8,6.2,18.6161290322581
CASTEJÓN DE VALDEJASA,8,2016,2.6,36.8,10.4,23
CASTEJÓN DE VALDEJASA,2,2016,95.4,17.5,-2.4,7.3
CASTEJÓN DE VALDEJASA,12,2016,9.6,15.5,-5.5,5.5
CASTEJÓN DE VALDEJASA,7,2016,7,37.9,8.9,23.1
CASTEJÓN DE VALDEJASA,6,2016,9.2,34.5,7.1,20
CASTEJÓN DE VALDEJASA,5,2016,34.6,27.1,1.8,14.5
CASTEJÓN DE VALDEJASA,3,2016,63.2,21.6,-0.1,7.8
CASTEJÓN DE VALDEJASA,4,2016,61,22.9,0.8,10.9
CASTEJÓN DE VALDEJASA,11,2016,105.6,19,0.3,8.7
CASTEJÓN DE VALDEJASA,9,2016,15,31.9,9.2,18.9
CASTEJÓN DE VALDEJASA,1,2016,42.6,17.8,-0.9,7.5
CASTEJÓN DE VALDEJASA,10,2016,38.2,27.4,3.9,15
CASTELLOTE,11,2016,76.6,23.4,1.2,10.1
CASTELLOTE,9,2016,5.6,36,10.3,21.4
CASTELLOTE,1,2016,8.4,19.5,0.7,9.8
CASTELLOTE,10,2016,33.8,28.5,6.2,16.1
CASTELLOTE,2,2016,37.4,19.8,-4.4,8.4
CASTELLOTE,3,2016,28.2,21.3,-0.1,8.3
CASTELLOTE,8,2016,6.2,35.6,11.5,24.2
CASTELLOTE,5,2016,27,29.1,3.2,15.6
CASTELLOTE,4,2016,48.2,25.4,1.2,11.8
CASTELLOTE,7,2016,13.4,37.9,10.5,24.6
CASTELLOTE,6,2016,36.6,33.5,9.5,21
CASTELLOTE,12,2016,14.2,16.2,-5.7,7.6
CEDRILLAS,10,2016,33,24.3,0.6,12.2
CEDRILLAS,12,2016,8,16.4,-7.3,3.8
CEDRILLAS,5,2016,42.8,23.1,-5.2,10.2
CEDRILLAS,7,2016,8.4,32.1,3,19.8
CEDRILLAS,6,2016,74,29.3,1.6,16
CEDRILLAS,11,2016,88.4,19.3,-4.8,5.2
CEDRILLAS,9,2016,22.2,31.5,3.4,15.9
CEDRILLAS,1,2016,13.1,15.2,-6.2,4.3
CEDRILLAS,2,2016,34.4,14.8,-9.5,3
CEDRILLAS,3,2016,49.6,18.9,-6.9,3.4
CEDRILLAS,4,2016,44.4,17.8,-4.6,6.6
CEDRILLAS,8,2016,12,32.3,5.2,19.4
DAROCA,4,2016,32.1,22.1,-2.8,10.2
DAROCA,3,2016,42.3,22.9,-4.9,6.7
DAROCA,12,2016,6.9,14.7,-7.9,5
DAROCA,11,2016,73.8,23.2,-2.8,7.7
DAROCA,9,2016,26.6,38.6,5.6,19.8
DAROCA,1,2016,40.2,21.3,-5.5,7.2
DAROCA,10,2016,39.3,28.8,1.3,14.9
DAROCA,8,2016,8.3,38.2,6.1,23.6
DAROCA,5,2016,25.9,28.6,-2.1,14.2887096774194
DAROCA,6,2016,41.2,36.3,3,19.9
DAROCA,7,2016,27.3,38.6,6.2,23.4
DAROCA,2,2016,49.4,19,-7.5,6.6
EJEA DE LOS CABALLEROS,8,2016,5.6,36.9,10,24.4
EJEA DE LOS CABALLEROS,4,2016,36,25.1,-0.6,12.5
EJEA DE LOS CABALLEROS,6,2016,2.2,35.3,8.3,21.5
EJEA DE LOS CABALLEROS,7,2016,23.8,39,9.8,24.3
EJEA DE LOS CABALLEROS,3,2016,51.2,24.3,0,9.3
EJEA DE LOS CABALLEROS,11,2016,87.2,18.3,-0.8,9.3
EJEA DE LOS CABALLEROS,5,2016,41.4,30.4,3.4,16.5338709677419
EJEA DE LOS CABALLEROS,9,2016,23.4,37.5,9.1,21.5
EJEA DE LOS CABALLEROS,10,2016,33,28.6,3.1,15.8
EJEA DE LOS CABALLEROS,1,2016,38.6,17.6,-2.4,7.9
EJEA DE LOS CABALLEROS,12,2016,1.6,16.7,-1.6,6
EJEA DE LOS CABALLEROS,2,2016,68.2,19.7,-2.7,8.3
FRAGA,3,2016,43.2,24.6,1.3,11.2
FRAGA,7,2016,1.4,39.5,13,27
FRAGA,6,2016,4.6,36,11.6,23.4
FRAGA,5,2016,62.2,31.3,5,17.9258064516129
FRAGA,4,2016,70.2,25.8,5.7,14.4
FRAGA,12,2016,17,17.1,-1.4,5.5
FRAGA,11,2016,81.6,19.7,1,10.3
FRAGA,1,2016,12.6,20.5,-2.4,9.3
FRAGA,9,2016,20.8,38.3,11.1,23.2
FRAGA,10,2016,34.4,30.6,6.8,17.6
FRAGA,2,2016,51.8,21.7,-1.6,10
FRAGA,8,2016,1,37.3,14.6,26.3
HECHO,11,2016,225.6,21,-3,6.9
HECHO,9,2016,55,34.5,5.9,17.4
HECHO,10,2016,93,25.9,-1.2,12.3
HECHO,1,2016,196.4,17.1,-4,4.6
HECHO,12,2016,0.2,15.5,-6.7,5.1
HECHO,2,2016,172.8,19.5,-7.4,5.3
HECHO,8,2016,23,34.4,5.5,20.5
HECHO,6,2016,24.6,31.3,3.1,16.8
HECHO,7,2016,65.4,34.7,3.4,20.3
HECHO,4,2016,92.2,20.3,-2.5,8.5
HECHO,5,2016,84.2,26.1,0,12.4
HECHO,3,2016,142.6,18.9,-5.5,5.4
HIJAR,11,2016,68.8,20.9,1,10.6
HIJAR,9,2016,7.4,39.5,11.4,23.5
HIJAR,10,2016,21.4,30.5,4.6,16.9
HIJAR,1,2016,22.4,21.4,0.9,9.8
HIJAR,8,2016,2.2,38.5,13,26.2
HIJAR,7,2016,1.8,41.9,12.1,26.8
HIJAR,6,2016,13.4,36.7,11.1,23.8
HIJAR,2,2016,42.4,22.6,-1.2,10.3
HIJAR,5,2016,37.6,30.4,5.2,18.1
HIJAR,3,2016,26,24.8,1.2,11
HIJAR,4,2016,32.6,26.6,2.8,14.3
HIJAR,12,2016,6.4,15,-1.5,5.5
HUESCA,12,2016,3.6,16,-4,4.6
HUESCA,8,2016,3.4,37.5,9.4,24.5
HUESCA,2,2016,133.6,18.7,-3.9,8.2
HUESCA,7,2016,11.4,39.7,10.1,25.3
HUESCA,6,2016,13.7,35.9,7.7,21.7
HUESCA,3,2016,74.4,22.4,-1.3,9.3
HUESCA,5,2016,53.2,30.2,1.2,15.7887096774194
HUESCA,4,2016,86.2,23.8,1.5,12.3
HUESCA,11,2016,146.6,18.5,0.5,8.7
HUESCA,9,2016,23.9,35.6,8.9,21.4
HUESCA,10,2016,41.4,29.1,2.4,15.6
HUESCA,1,2016,36.6,16.5,-1.7,7.8
JABALOYAS,11,2016,97.4,18.3,-2.5,5.7
JABALOYAS,9,2016,17.2,32.3,5.2,17.2
JABALOYAS,1,2016,21,14.2,-4.1,4.7
JABALOYAS,2,2016,32.2,15.1,-7.7,3.5
JABALOYAS,3,2016,32.4,18,-3.9,4
JABALOYAS,7,2016,1,31.9,5.7,21.4
JABALOYAS,5,2016,47,22,-2.5,10.8
JABALOYAS,8,2016,30.6,31.6,9.2,21.3
JABALOYAS,6,2016,10.4,28.8,4.1,17.3
JABALOYAS,4,2016,57.6,16.7,-2.9,6.9
JABALOYAS,10,2016,62.8,23.8,4.7,13.3
JABALOYAS,12,2016,22.4,15.5,-2.1,4.8
JACA,5,2016,62,25.8,-1.1,12.5451612903226
JACA,11,2016,186.2,18.6,-1.2,6.8
JACA,9,2016,23.7,34.1,5,18.2
JACA,10,2016,79.3,25.8,0.9,13.1
JACA,1,2016,97.9,17.9,-5.5,4.4
JACA,2,2016,114.9,19.3,-7.4,4.7
JACA,12,2016,1.2,16.2,-4.4,5.9
JACA,8,2016,6.7,35,7.1,22.1
JACA,4,2016,72.5,19.9,-1.3,8.8
JACA,3,2016,96.5,19.5,-4.4,5.3
JACA,7,2016,15.3,35.5,5.3,21.4
JACA,6,2016,25,31.4,2.6,17.4
LA ALMUNIA DE DOÑA GODINA,11,2016,75,21.2,0.1,10.1
LA ALMUNIA DE DOÑA GODINA,12,2016,11.6,15.8,-2.5,6.2
LA ALMUNIA DE DOÑA GODINA,9,2016,5,38.1,8.8,21.3
LA ALMUNIA DE DOÑA GODINA,10,2016,33.4,29.5,2.8,15
LA ALMUNIA DE DOÑA GODINA,1,2016,34,19.3,-1.5,9.3
LA ALMUNIA DE DOÑA GODINA,2,2016,38.2,19.1,-2.4,9.3
LA ALMUNIA DE DOÑA GODINA,8,2016,0.8,37,9.8,23.8
LA ALMUNIA DE DOÑA GODINA,6,2016,9.2,37,6.2,21.4
LA ALMUNIA DE DOÑA GODINA,7,2016,20.2,39.8,9.4,24.2
LA ALMUNIA DE DOÑA GODINA,4,2016,44.8,25.2,-0.4,12.3
LA ALMUNIA DE DOÑA GODINA,3,2016,45.7,23.8,0.6,9.4
LA ALMUNIA DE DOÑA GODINA,5,2016,33.4,31.5,3.8,16.4338709677419
LAGUARRES,11,2016,133.2,18.7,-2.8,7.7
LAGUARRES,9,2016,32.4,35.8,5.9,19.8
LAGUARRES,10,2016,53.6,25.5,3.2,14.2
LAGUARRES,1,2016,22.6,17.2,-3.5,6.4
LAGUARRES,8,2016,0.6,36.4,11,23.3
LAGUARRES,6,2016,11.4,34.2,4.6,19.6
LAGUARRES,2,2016,79,20.6,-6.4,6
LAGUARRES,7,2016,34.6,36.9,8.5,23.5
LAGUARRES,3,2016,32.4,22.1,-4.1,7
LAGUARRES,12,2016,1.8,15.9,-5.8,5
LAGUARRES,5,2016,54.2,27.7,-1.9,14
LAGUARRES,4,2016,93.6,21.5,-0.1,10.5
LANAJA,9,2016,12.4,36,10.1,21.5
LANAJA,12,2016,6.2,16.2,-2.3,4.9
LANAJA,2,2016,92.6,19.4,-2.6,8.4
LANAJA,8,2016,0.6,35.5,11.7,24.2
LANAJA,3,2016,42,21.9,0.5,9.2
LANAJA,11,2016,90.8,18.3,0.9,9.2
LANAJA,7,2016,4.6,36.9,10.2,24.5
LANAJA,5,2016,20.2,28.7,3.3,15.9
LANAJA,6,2016,44.6,33.4,9.7,21.5
LANAJA,4,2016,77.8,23.3,2,12.3
LANAJA,10,2016,35.4,28.1,4.2,15.7
LANAJA,1,2016,33.2,19,-1.2,8.1
LECIÑENA,8,2016,1.4,38.2,8.4,25
LECIÑENA,7,2016,13.4,40,7.2,25
LECIÑENA,6,2016,4.8,36.6,7,21.9
LECIÑENA,3,2016,61,23.3,-3.3,8.8
LECIÑENA,5,2016,28.6,30.7,-0.9,16.2
LECIÑENA,4,2016,58.6,26.1,-0.5,12.1
LECIÑENA,9,2016,14.4,33.5,7.9,21
LECIÑENA,10,2016,31.2,29.3,2.1,15.7
LECIÑENA,1,2016,42.4,19.2,-1.1,8
LECIÑENA,12,2016,5.8,16.6,-2.8,5.4
LECIÑENA,2,2016,74.8,20.2,-3.5,7.9
LECIÑENA,11,2016,60.8,19.2,-0.6,9
MONTALBÁN,12,2016,17.6,17.4,-6.6,5.8
MONTALBÁN,11,2016,81,22.7,-3.2,7.9
MONTALBÁN,9,2016,26.6,36,5.7,19
MONTALBÁN,1,2016,23.6,20.1,-4.4,7.5
MONTALBÁN,8,2016,19.4,34.6,5.8,22.4
MONTALBÁN,10,2016,40.8,28.5,2,14.3
MONTALBÁN,7,2016,7.2,36.9,5.6,22.6
MONTALBÁN,5,2016,25,28.6,-3,13.8854838709677
MONTALBÁN,6,2016,51.8,34.1,3.1,19.2
MONTALBÁN,2,2016,52,19.7,-7.4,6.3
MONTALBÁN,4,2016,34.8,23.3,-1.9,9.9
MONTALBÁN,3,2016,35.2,24,-5.7,6.4
MONZÓN,10,2016,83.8,28.3,1.7,15
MONZÓN,8,2016,0.8,36.2,8.4,23.8
MONZÓN,3,2016,45,23.6,-3.5,8.6
MONZÓN,7,2016,8.3,38.2,7.9,24.7
MONZÓN,6,2016,5.3,34.9,7.8,21.6
MONZÓN,4,2016,89.1,24.4,0.3,12.1
MONZÓN,12,2016,4,17.6,-2.4,4.3
MONZÓN,5,2016,39.8,29.1,0.8,15.8
MONZÓN,11,2016,105,19.3,-0.5,8.8
MONZÓN,9,2016,21.2,36.2,6.9,20.8
MONZÓN,1,2016,21.7,18.2,-6,7
MONZÓN,2,2016,83,19.2,-5.2,7
MOSQUERUELA,12,2016,92.8,16.9,-5.6,4.7
MOSQUERUELA,9,2016,34.2,30.8,4.4,16
MOSQUERUELA,10,2016,42.9,23.1,2.8,12.5
MOSQUERUELA,2,2016,22.6,16.7,-8.2,3.8
