Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
MONZÓN,9,2018,39,34.1,7.3,21.5
MONZÓN,1,2018,36,19.7,-2.7,7.2
MOSQUERUELA,4,2018,57,19.9,-2.1,7.8
MOSQUERUELA,10,2018,257,22,-3.8,9.9
MOSQUERUELA,6,2018,52.8,26.7,6,15.4
MOSQUERUELA,5,2018,107,19.8,-1.3,10
MOSQUERUELA,3,2018,45,17.7,-7.1,3.5
MOSQUERUELA,7,2018,36.8,29.4,10.4,19.7
MOSQUERUELA,11,2018,103.2,15.5,-2.4,5.8
MOSQUERUELA,8,2018,98.4,31.5,9.2,19.2
MOSQUERUELA,2,2018,22.6,16.2,-3.6,4.3
MOSQUERUELA,9,2018,42,26.7,8.2,16.3
MOSQUERUELA,1,2018,25.4,17.3,-5.6,4.1
MOSQUERUELA,12,2018,13.6,19.4,-1.7,7.6
MUNIESA,5,2018,52.8,24.6,2.3,14.2
MUNIESA,10,2018,110.4,26.9,0.2,13.1
MUNIESA,3,2018,16,22.2,-2.2,8.1
MUNIESA,11,2018,29.4,18.4,0.4,9.2
MUNIESA,6,2018,40.2,31.6,9.5,19.1
MUNIESA,4,2018,59,23.6,0.2,11.7
MUNIESA,7,2018,10,34.7,13.1,23.4
MUNIESA,8,2018,74.4,35.2,10.8,22.6
MUNIESA,1,2018,19.4,16.3,-2.2,6.9
MUNIESA,2,2018,17.3,16.7,-2.1,7.9
MUNIESA,9,2018,17.2,31,8.7,20.1
MUNIESA,12,2018,16.4,21.6,-1.1,8.7
QUINTO,7,2018,43.8,38.6,17,27.3
QUINTO,3,2018,30.4,24.2,1.3,10.8
QUINTO,10,2018,58.1,30,-0.4,16.3
QUINTO,11,2018,28.4,21.6,-1.2,10.8
QUINTO,5,2018,56.2,31.2,2.2,18.3
QUINTO,12,2018,10.8,18.8,-1.9,7.5
QUINTO,4,2018,82.4,27.8,1.3,14.3
QUINTO,6,2018,15,35.9,13,23.2
QUINTO,2,2018,17.8,19.7,-0.7,9.5
QUINTO,8,2018,66,39.2,15.1,26.5
QUINTO,1,2018,34,20.7,-3,8.2
QUINTO,9,2018,17.4,34.2,9.9,23.3
SABIÑÁNIGO,10,2018,97.6,26.8,-1.9,12.8
SABIÑÁNIGO,11,2018,58.4,19.1,-3.1,7.5
SABIÑÁNIGO,5,2018,132.8,26.3,-1,13.9
SABIÑÁNIGO,6,2018,143.8,31.2,7.2,18.4
SABIÑÁNIGO,3,2018,118.4,18.6,-3.7,5.9
SABIÑÁNIGO,7,2018,11.8,34.8,9.8,22.4
SABIÑÁNIGO,8,2018,60.8,36.1,8.1,22
SABIÑÁNIGO,12,2018,25.2,17.9,-5.3,5.6
SABIÑÁNIGO,4,2018,111,26.2,-2.3,10.9
SABIÑÁNIGO,2,2018,103.4,20.7,-4.7,6.6
SABIÑÁNIGO,1,2018,59.4,17.9,-5.1,5.4
SABIÑÁNIGO,9,2018,44.4,30.7,6,19.2
SANTA EULALIA DEL CAMPO,2,2018,9.6,19.2,-4.9,6.9
SANTA EULALIA DEL CAMPO,5,2018,67,25.9,-1.4,13.7
SANTA EULALIA DEL CAMPO,6,2018,33.8,33.5,6.7,18.1
SANTA EULALIA DEL CAMPO,10,2018,114,26.6,-1.2,11.7
SANTA EULALIA DEL CAMPO,3,2018,25,21.2,-3,6.6
SANTA EULALIA DEL CAMPO,8,2018,70.6,36.6,9.9,21.8
SANTA EULALIA DEL CAMPO,11,2018,25,18.1,-3.3,7.5
SANTA EULALIA DEL CAMPO,7,2018,6.6,35.3,10.1,22.7
SANTA EULALIA DEL CAMPO,4,2018,41.8,25.5,-1.9,10.6
SANTA EULALIA DEL CAMPO,9,2018,40,30.5,6.7,19
SANTA EULALIA DEL CAMPO,12,2018,10.8,22.7,-6.1,5.7
SANTA EULALIA DEL CAMPO,1,2018,16,19.9,-5.1,5.2
SARIÑENA,3,2018,34,22.9,0.6,9.4
SARIÑENA,10,2018,80.4,28,0.5,15.5
SARIÑENA,4,2018,99.6,28.7,1.7,13.4
SARIÑENA,5,2018,121.4,27.6,3.2,17.4
SARIÑENA,11,2018,35.2,19.4,-0.1,10.4
SARIÑENA,6,2018,26,36.6,11.5,22.4
SARIÑENA,12,2018,17.2,16.4,-1.1,7.2
SARIÑENA,7,2018,26.2,36.7,15.1,25.9
SARIÑENA,8,2018,36.2,39.1,13.2,25.1
SARIÑENA,2,2018,29.4,17.7,0,8.8
SARIÑENA,9,2018,14.2,33.8,8.5,22.3
SARIÑENA,1,2018,35.4,19.2,-3,7.9
SEIRA,3,2018,214.8,20.4,-3.4,5.8
SEIRA,10,2018,174.4,25.6,-3.1,12.3
SEIRA,6,2018,137.8,31,7.9,18.3
SEIRA,5,2018,109.8,25.1,-1.2,14.1
SEIRA,7,2018,46,33.2,10.7,21.8
SEIRA,11,2018,93.6,18.2,-1.8,7.6
SEIRA,8,2018,80.8,35.4,9.4,21.4
SEIRA,4,2018,203,27.4,-3.5,10.7
SEIRA,12,2018,18.4,15.1,-3.2,5.3
SEIRA,1,2018,58.2,18.3,-4.5,4.8
SEIRA,9,2018,97.8,30,8.5,18.9
SEIRA,2,2018,99.4,19,-3.9,6.3
SOPEIRA,3,2018,118.8,20.4,-1.9,6.9
SOPEIRA,6,2018,105.2,30.7,9.8,19.3
SOPEIRA,5,2018,202,25.1,1.2,15
SOPEIRA,7,2018,32.4,34.1,13,23.1
SOPEIRA,8,2018,55.2,35.9,11.6,22.8
SOPEIRA,10,2018,136.4,25.9,-0.2,14.1
SOPEIRA,11,2018,89,19.5,-0.2,8.8
SOPEIRA,4,2018,157.8,27.3,-1.6,11.7
SOPEIRA,2,2018,93,19.9,-1.7,7.6
SOPEIRA,1,2018,48.8,17.7,-2.7,6
SOPEIRA,12,2018,12.2,16.1,-2.6,6.8
SOPEIRA,9,2018,47.2,30.6,10.5,20.7
SOS DEL REY CATÓLICO,6,2018,56.5,31.1,9.2,16.9
SOS DEL REY CATÓLICO,3,2018,100.8,18.4,-0.5,8.1
SOS DEL REY CATÓLICO,11,2018,64.3,17.6,0.7,9.1
SOS DEL REY CATÓLICO,10,2018,76.1,26.8,-0.2,13.4
SOS DEL REY CATÓLICO,5,2018,74.5,26.3,1,14.2
SOS DEL REY CATÓLICO,8,2018,38.4,34.8,11,22.1
SOS DEL REY CATÓLICO,7,2018,42.1,33.2,12.1,22.1
SOS DEL REY CATÓLICO,12,2018,23.7,14,-1.3,6.8
SOS DEL REY CATÓLICO,4,2018,132.9,26.8,0.9,13.1
SOS DEL REY CATÓLICO,1,2018,76,17.8,-3.9,6.5
SOS DEL REY CATÓLICO,2,2018,49.6,18.3,0.8,8.8
SOS DEL REY CATÓLICO,9,2018,81.5,30.8,7.5,20
TAMARITE DE LITERA,6,2018,11,35.3,9.4,22.1
TAMARITE DE LITERA,10,2018,94.4,28.2,-0.3,15.4
TAMARITE DE LITERA,5,2018,77,28.5,1.3,17.1
TAMARITE DE LITERA,3,2018,35.8,23.2,-3.4,9.1
TAMARITE DE LITERA,4,2018,84.8,28.1,-0.9,13.2
TAMARITE DE LITERA,7,2018,17.2,36.2,13.2,25.6
TAMARITE DE LITERA,8,2018,13.4,37.8,11.2,25
TAMARITE DE LITERA,12,2018,12.2,17.3,-1.8,6.1
TAMARITE DE LITERA,11,2018,61.6,21.6,-1.3,10.5
TAMARITE DE LITERA,2,2018,35.6,18.4,-1.8,8.5
TAMARITE DE LITERA,9,2018,19.8,33.3,7.7,22.3
TAMARITE DE LITERA,1,2018,21.8,20.8,-2.2,7.1
TARAZONA,4,2018,123.4,23.8,1.1,12.5
TARAZONA,10,2018,39.8,29.4,2.2,14.4
TARAZONA,5,2018,115.2,25.3,2.6,15.2
TARAZONA,6,2018,44.2,33.3,9.8,19.8
TARAZONA,3,2018,36.6,18.8,-0.2,9.1
TARAZONA,8,2018,4.2,36.9,11.6,23.3
TARAZONA,7,2018,15.8,34.9,14.4,23.6
TARAZONA,11,2018,29.8,20,0.4,10.3
TARAZONA,1,2018,67.6,18.8,-2.5,7.5
TARAZONA,12,2018,10.2,17.5,-1.3,8
TARAZONA,2,2018,58.8,17.4,0.2,8.8
TARAZONA,9,2018,45.8,31.5,8.7,20.7
TERUEL,10,2018,138.6,27.4,-1.7,12.7
TERUEL,3,2018,33.4,22.8,-3.5,7.3
TERUEL,5,2018,65.8,27.5,-1.2,14.6
TERUEL,6,2018,27.8,35.2,7.3,19.3
TERUEL,11,2018,31.8,18.9,-3.1,8.4
TERUEL,7,2018,37.2,36.9,11.7,23.4
TERUEL,8,2018,73.2,37.4,11.7,23.4
TERUEL,4,2018,49.4,27.7,-2.2,11.3
TERUEL,12,2018,13.8,21.1,-5.3,6.1
TERUEL,1,2018,14.4,19.3,-5.6,5.6
TERUEL,2,2018,7.6,20.6,-3.9,7.2
TERUEL,9,2018,72,31.5,6.7,20.2
TOSOS,5,2018,101.9,25.8,3.8,15
TOSOS,2,2018,31.9,18.5,-2,8.3
TOSOS,6,2018,72.1,33.4,9.3,19.2
TOSOS,10,2018,117.2,29.1,0.8,13.3
TOSOS,3,2018,50.6,24,-1,8.7
TOSOS,11,2018,38,21,1.3,10.1
TOSOS,7,2018,17.2,35.5,11,23.2
TOSOS,4,2018,169.3,25,-0.6,12
TOSOS,8,2018,92.2,37.5,10.9,23.3
TOSOS,9,2018,18.9,32.5,5.5,20.2
TOSOS,1,2018,47.7,17.3,-2.5,7.6
TOSOS,12,2018,18.5,21.2,-2.1,8.7
VALDERROBRES,8,2018,9.8,36.8,10.7,23.4
VALDERROBRES,1,2018,58.6,18.9,-4.1,7.3
VALDERROBRES,5,2018,74.6,26.3,-0.4,15.1
VALDERROBRES,10,2018,191.8,26.9,0.2,13.4
VALDERROBRES,3,2018,23.2,22.9,-0.9,8.5
VALDERROBRES,6,2018,22.8,32.8,8.5,20
VALDERROBRES,11,2018,66.2,19.9,-1.2,8.9
VALDERROBRES,4,2018,56.4,26.1,-1.3,12
VALDERROBRES,12,2018,14,18.2,-3.5,6.8
VALDERROBRES,7,2018,55.8,35,12.9,23.9
VALDERROBRES,2,2018,26.8,17.7,-1.8,7.7
VALDERROBRES,9,2018,24.8,32,7.8,20.3
VALMADRID,6,2018,25.4,34.2,11.4,20.5
VALMADRID,4,2018,138,25.8,0.8,12.7
VALMADRID,11,2018,41,20.9,2,10.4
VALMADRID,5,2018,41.8,27.7,4.7,16.1
VALMADRID,10,2018,67.8,27.1,2.4,15
VALMADRID,3,2018,40.6,23.3,0,9.1
VALMADRID,8,2018,24.4,38,13,24.3
VALMADRID,7,2018,12.4,36.2,15.1,25.6
VALMADRID,2,2018,19.2,17.3,-0.4,8.9
VALMADRID,1,2018,43.4,17.5,-1.2,8
VALMADRID,9,2018,13.8,33.6,10.1,22.1
VALMADRID,12,2018,11.6,20.7,-1.7,9.1
ZARAGOZA,11,2018,33.8,22.8,2.1,11.6
ZARAGOZA,3,2018,38.2,22.7,1.9,10.7
ZARAGOZA,10,2018,46,28.3,2.1,16.5
ZARAGOZA,6,2018,11.2,35.4,13.3,22.9
ZARAGOZA,5,2018,81.6,28.4,5.5,18.4
ZARAGOZA,4,2018,109,26.6,3,14.7
ZARAGOZA,8,2018,65.8,39.2,15.4,26.4
ZARAGOZA,12,2018,11.6,18.5,-2,8.6
ZARAGOZA,7,2018,46.8,37.6,17.7,27.1
ZARAGOZA,2,2018,26.4,19.7,2,10
ZARAGOZA,1,2018,48.4,19.7,-0.6,8.7
ZARAGOZA,9,2018,18,34.3,12.1,23.7
