Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
CASPE,3,2021,1.6,24.1,1.6,12
CASPE,12,2021,4.2,19.4,0.2,7.7
CASTEJÓN DE VALDEJASA,7,2021,3.5,39,11.8,24.1
CASTEJÓN DE VALDEJASA,6,2021,56.2,34,9,20.4
CASTEJÓN DE VALDEJASA,10,2021,12.6,26.8,4.5,14.6
CASTEJÓN DE VALDEJASA,5,2021,30.4,29.7,3.4,15.4
CASTEJÓN DE VALDEJASA,4,2021,36.4,22.6,0,11
CASTEJÓN DE VALDEJASA,8,2021,27,41,10,24.1
CASTEJÓN DE VALDEJASA,1,2021,39,17.3,-6,4.8
CASTEJÓN DE VALDEJASA,3,2021,0.6,22.3,-1.3,9.7
CASTEJÓN DE VALDEJASA,2,2021,37,19.1,1.7,9.8
CASTEJÓN DE VALDEJASA,12,2021,37,16.2,-3.5,6.2
CASTEJÓN DE VALDEJASA,9,2021,43.2,32.4,8.9,19.8
CASTEJÓN DE VALDEJASA,11,2021,22.6,16.5,0.7,7.9
CASTELLOTE,7,2021,14.8,36.7,11.6,24
CASTELLOTE,12,2021,8.8,22.5,-0.8,9.7
CASTELLOTE,6,2021,48.6,34.1,10.7,20.9
CASTELLOTE,10,2021,23.4,26.8,6,15.6
CASTELLOTE,5,2021,32.4,28.6,5.6,16.1
CASTELLOTE,9,2021,48.6,32.1,9.6,20.4
CASTELLOTE,3,2021,7.8,22.5,-0.8,9.8
CASTELLOTE,11,2021,56.2,18.1,1,8.2
CASTELLOTE,8,2021,22.8,39.6,11.7,23.9
CASTELLOTE,1,2021,47.4,22.5,-6.2,6.1
CASTELLOTE,4,2021,63.2,22.5,1,11.2
CASTELLOTE,2,2021,12.2,21.2,2.6,10.7
CEDRILLAS,7,2021,61,31.6,5.4,19.3
CEDRILLAS,5,2021,51.4,24,1.9,12.2
CEDRILLAS,1,2021,46,16.5,-15.1,0.4
CEDRILLAS,6,2021,128.6,27.9,5.2,15.8
CEDRILLAS,12,2021,15.4,18.1,-4.1,5
CEDRILLAS,10,2021,26.2,22,-1.5,10.9
CEDRILLAS,8,2021,98.4,34,5,18
CEDRILLAS,4,2021,84.6,16.8,-4.2,7.1
CEDRILLAS,9,2021,45.6,26.9,4.2,15.7
CEDRILLAS,11,2021,34.6,14.1,-4.9,3.5
CEDRILLAS,3,2021,8,17.6,-5.5,5.1
CEDRILLAS,2,2021,24.6,16.8,-3,5.9
DAROCA,8,2021,15.6,40.6,8.4,23.1
DAROCA,5,2021,70.8,29.9,4.2,15.4
DAROCA,7,2021,19,38.6,8.3,22.7
DAROCA,3,2021,2.4,24.3,-5.4,8.4
DAROCA,9,2021,114.4,32.5,5.7,18.8
DAROCA,2,2021,26,21.3,-1.3,9.5
DAROCA,10,2021,31.8,26.7,-1.2,13.3
DAROCA,6,2021,50,33.3,6.9,19.8
DAROCA,1,2021,48,18.8,-18.5,2.1
DAROCA,12,2021,13.4,17.7,-4.8,7
DAROCA,4,2021,64.8,24.1,-1.7,10.8
DAROCA,11,2021,91.2,17.5,-3.9,6.1
EJEA DE LOS CABALLEROS,2,2021,33.2,19.6,1.9,10.7
EJEA DE LOS CABALLEROS,6,2021,92.9,36,10,22
EJEA DE LOS CABALLEROS,9,2021,31.8,33.6,9,21
EJEA DE LOS CABALLEROS,8,2021,18,41,10,24.1
EJEA DE LOS CABALLEROS,10,2021,25.4,27.1,2.2,14.9
EJEA DE LOS CABALLEROS,12,2021,34,18.4,0.2,6.7
EJEA DE LOS CABALLEROS,1,2021,50.1,19,-6,5.8
EJEA DE LOS CABALLEROS,4,2021,41.2,25,-1,12.5
EJEA DE LOS CABALLEROS,11,2021,52.4,19.3,-1.1,8.9
EJEA DE LOS CABALLEROS,5,2021,27.8,31,4,17
EJEA DE LOS CABALLEROS,7,2021,2.4,39,11.8,24.1
EJEA DE LOS CABALLEROS,3,2021,2.3,25,-2,10.5
FRAGA,7,2021,8.4,37.9,15.2,26.2
FRAGA,8,2021,11.2,41.8,14.2,26.2
FRAGA,1,2021,56.8,21.3,-5.7,5.9
FRAGA,10,2021,12.8,27.7,3.5,16.8
FRAGA,3,2021,3.6,24.1,0.3,12.2
FRAGA,6,2021,18.6,38.9,13.6,24
FRAGA,9,2021,34.6,34.8,12.6,23.1
FRAGA,12,2021,5.6,19.1,-0.1,7.7
FRAGA,11,2021,54,21.9,-0.3,9.9
FRAGA,5,2021,16.4,33.2,7.7,18.9
FRAGA,2,2021,13.8,20.6,2.7,11.6
FRAGA,4,2021,41.2,25.6,1.7,13.8
HUESCA,2,2021,24.2,18,1.4,9.8
HUESCA,12,2021,24.8,16.5,-2.4,6
HUESCA,3,2021,0.8,22.7,-1,10.4
HUESCA,6,2021,58,35.3,9.5,21.5
HUESCA,10,2021,49,25.8,4.7,15.1
HUESCA,9,2021,35.4,32.5,7.8,20.7
HUESCA,8,2021,13,40.7,11,24.1
HUESCA,4,2021,32.8,23.6,-0.1,11.9
HUESCA,7,2021,27.8,37,10.8,23.8
HUESCA,1,2021,75.2,18.3,-7.4,4
HUESCA,11,2021,57.2,18.4,-0.2,8.2
HUESCA,5,2021,14.8,31.3,2.4,16.2
HÍJAR,9,2021,52.6,34.6,11.5,22.4
HÍJAR,11,2021,36.4,20.2,1.3,10.9
HÍJAR,10,2021,8.2,28.8,5.1,17
HÍJAR,5,2021,26.8,34.4,7.3,18.9
HÍJAR,1,2021,43,24.6,-2.9,7.7
HÍJAR,4,2021,22,25.5,2.4,13.5
HÍJAR,7,2021,7.6,41.8,14.3,26.6
HÍJAR,8,2021,15.2,40.7,14,26.2
HÍJAR,6,2021,32,38.5,11.5,23.5
HÍJAR,12,2021,2.4,20.4,-0.5,7.9
HÍJAR,3,2021,2.6,25.1,1.6,12.1
HÍJAR,2,2021,18.6,22,2.3,11.6
JABALOYAS,8,2021,74.6,35.3,6.5,19.4
JABALOYAS,12,2021,5,16.3,-2.2,5.4
JABALOYAS,11,2021,34.2,13.3,-3.7,3.9
JABALOYAS,2,2021,61.3,15,-3.5,4.7
JABALOYAS,10,2021,64.6,21.4,2.6,12.2
JABALOYAS,1,2021,72.1,16.5,-10,0.7
JABALOYAS,9,2021,35.2,26.3,4.5,15.8
JABALOYAS,7,2021,6.8,31.2,6.4,20.8
JABALOYAS,3,2021,17.1,16.8,-7.5,4.5
JABALOYAS,6,2021,79.4,26.3,6.8,16.5
JABALOYAS,5,2021,48,23.9,2.1,12.6
JABALOYAS,4,2021,126.1,16,-5.5,5.9
JACA,10,2021,80,23.1,0.6,12
JACA,4,2021,61.5,23,-3.5,10.2
JACA,6,2021,86.2,33,7,18.9
JACA,5,2021,51.5,28.5,-0.5,13.4
JACA,1,2021,108.5,15,-11.5,2.2
JACA,7,2021,3.7,36.8,6.9,21
JACA,9,2021,76.1,32,4,17.5
JACA,11,2021,69.5,15.5,-2.8,5.4
JACA,3,2021,1.5,23.5,-3.5,8.4
JACA,8,2021,3.5,41,8,22.1
JACA,12,2021,127,20,-2,5.7
JACA,2,2021,82,18.5,-1.5,8.3
LA ALMUNIA DE DOÑA GODINA,9,2021,41,34.2,9.1,20.9
LA ALMUNIA DE DOÑA GODINA,1,2021,66.4,20,-9,7.5
LA ALMUNIA DE DOÑA GODINA,8,2021,19.5,44,12,24.6
LA ALMUNIA DE DOÑA GODINA,10,2021,30.2,30.2,1.5,15.3
LA ALMUNIA DE DOÑA GODINA,2,2021,20.5,22.5,2,10.8
LA ALMUNIA DE DOÑA GODINA,6,2021,63.8,35,9,21.3
LA ALMUNIA DE DOÑA GODINA,11,2021,80,19.4,0.5,9.3
LA ALMUNIA DE DOÑA GODINA,7,2021,13.2,40.7,10.6,24.2
LA ALMUNIA DE DOÑA GODINA,4,2021,58,24.5,2,12.4
LA ALMUNIA DE DOÑA GODINA,12,2021,7.6,19.9,-0.6,8.2
LA ALMUNIA DE DOÑA GODINA,5,2021,35.6,34,5,17.7
LA ALMUNIA DE DOÑA GODINA,3,2021,0,25,-2,10.9
LANAJA,11,2021,38.8,18,1.5,9.2
LANAJA,9,2021,34.4,31.6,9.3,20.8
LANAJA,5,2021,29.8,31.6,5.2,16.9
LANAJA,6,2021,34.4,35.7,11.3,22
LANAJA,10,2021,27.8,25.4,6.2,15.5
LANAJA,7,2021,11.2,36.5,12.5,24.1
LANAJA,8,2021,7.4,36.9,12.8,24.3
LANAJA,4,2021,29,22,2,12
LANAJA,1,2021,47.4,19.2,-7.3,5.3
LANAJA,2,2021,14,18,4.5,10.1
LANAJA,3,2021,2,23,1.5,10.9
LANAJA,12,2021,10.4,17.4,-0.8,6.7
LECIÑENA,5,2021,35.6,32.1,3.7,16.7
LECIÑENA,4,2021,30.2,24,-2,11.9
LECIÑENA,12,2021,19.2,18.5,-0.8,6.8
LECIÑENA,1,2021,60.4,20,-12,5.1
LECIÑENA,8,2021,7.4,42,10.5,24.5
LECIÑENA,9,2021,37.4,34.1,6.4,20.9
LECIÑENA,6,2021,39.9,36,9,22
LECIÑENA,10,2021,31.8,26,1.6,14.6
LECIÑENA,11,2021,43,18,-2,8
LECIÑENA,3,2021,0.6,24.4,-4.1,10
LECIÑENA,7,2021,10.6,38.6,9.7,24.2
LECIÑENA,2,2021,17.4,20,0,10.1
MONTALBÁN,12,2021,10.6,21.3,-4.1,7.8
MONTALBÁN,5,2021,38.8,28.6,3.6,14.6
MONTALBÁN,10,2021,31.2,26.4,1,13.3
MONTALBÁN,7,2021,11.8,36.9,8.5,22.2
MONTALBÁN,6,2021,125.2,31.7,6.5,19
MONTALBÁN,2,2021,21.6,21.3,-0.4,9.4
MONTALBÁN,1,2021,41.8,20,-14.6,3.5
MONTALBÁN,11,2021,62.2,17.2,-3.8,5.9
MONTALBÁN,9,2021,37.4,30.6,5.8,18.2
MONTALBÁN,8,2021,148.6,38.7,8.4,22
MONTALBÁN,4,2021,74.8,21.4,-2.5,9.9
MONTALBÁN,3,2021,14.2,23.4,-4.7,7.9
MONZÓN,11,2021,53.8,22.9,-2.1,7.1
MONZÓN,7,2021,13.4,37,13,24.8
MONZÓN,6,2021,38.6,35.5,10,22.3
MONZÓN,5,2021,18.4,33,5,17.4
MONZÓN,8,2021,1.4,41.3,11.9,24
MONZÓN,1,2021,59.2,20,-6.5,4.5
MONZÓN,9,2021,53.1,32,9,21.5
MONZÓN,10,2021,36.2,26,3.5,15.3
MONZÓN,12,2021,6.1,17.5,-1.5,5.9
MONZÓN,3,2021,0,23,-1.5,10.7
MONZÓN,2,2021,17.3,19,1.2,10.4
MONZÓN,4,2021,56.8,25,0,12.5
MOSQUERUELA,8,2021,67,37,7,20.7
MOSQUERUELA,4,2021,91.4,16,-3.9,6.6
MOSQUERUELA,5,2021,43.2,23.3,1.9,11.5
MOSQUERUELA,3,2021,19.8,16.6,-5.7,5
MOSQUERUELA,11,2021,37,14,-4.2,3.8
MOSQUERUELA,1,2021,55.4,16.3,-8.8,1.6
MOSQUERUELA,7,2021,47.6,29.4,5.3,19
MOSQUERUELA,10,2021,24.8,20.3,1.9,11
MOSQUERUELA,6,2021,65.8,26.2,5,15.4
MOSQUERUELA,9,2021,54.6,26.3,3.4,15.3
MOSQUERUELA,12,2021,14,19.5,-3.6,5.4
MOSQUERUELA,2,2021,30.6,17,-2.5,5.9
MUNIESA,3,2021,7.6,21.2,-2.5,8.4
MUNIESA,12,2021,7.6,21,-5,8.2
MUNIESA,10,2021,24,27.1,3.4,14.1
MUNIESA,5,2021,37.6,28.2,5,15
MUNIESA,8,2021,18,39.1,10.4,22.3
MUNIESA,11,2021,57.6,15.9,0.2,6.9
MUNIESA,9,2021,83.4,30.1,8,18.8
MUNIESA,6,2021,70.6,32.3,9.1,19.4
