Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
ALHAMA DE ARAGÓN,1,2015,6.8,17.3,-7.5,4.6
ALHAMA DE ARAGÓN,4,2015,20.8,24.4,0.7,12.7
ALHAMA DE ARAGÓN,7,2015,68.4,39.8,13.5,26.7
ALMUDÉVAR,8,2015,53.4,34.2,11,23.2
ALMUDÉVAR,1,2015,21.6,15.9,-4.6,5.5
ALMUDÉVAR,4,2015,18.6,26,2,13.5
ALMUDÉVAR,6,2015,29.4,31.9,9.2,21
ALMUDÉVAR,3,2015,79.4,22.9,-2,10.5
ALMUDÉVAR,9,2015,68.6,30.1,6.7,18.1
ALMUDÉVAR,12,2015,4.6,17.9,-4.9,6.9
ALMUDÉVAR,11,2015,17,24,-3,10.5
ALMUDÉVAR,10,2015,18.4,25.6,0.1,15
ALMUDÉVAR,7,2015,22.6,40.2,11.6,25.3
ALMUDÉVAR,5,2015,4.8,32.2,5.6,17.7
ALMUDÉVAR,2,2015,22.8,16.4,-7.2,5.4
ANDORRA,2,2015,20.2,16.2,-4.7,4.5
ANDORRA,1,2015,31.2,20.4,-2.7,6.3
ANDORRA,5,2015,6.6,34.5,4.2,17.6
ANDORRA,7,2015,67.2,38.9,12.9,25.1
ANDORRA,8,2015,19.6,32.4,12.6,22.5
ANDORRA,4,2015,34,23.2,4,12.9
ANDORRA,3,2015,140.4,21.7,-1.1,9.7
ANDORRA,10,2015,8.6,23.9,2.7,14.5
ANDORRA,9,2015,11.8,26.7,8.4,17.5
ANDORRA,12,2015,0.4,19.1,0.8,8.6
ANDORRA,11,2015,31.4,20.4,0.2,11.1
ANDORRA,6,2015,40,33.6,8.6,20.7
ARAGÜÉS DEL PUERTO,12,2015,6.4,18.3,1.3,9.5
ARAGÜÉS DEL PUERTO,10,2015,63.2,23,-0.3,12.3
ARAGÜÉS DEL PUERTO,11,2015,93,23.4,-5.9,10.8
ARAGÜÉS DEL PUERTO,9,2015,67.2,25.3,4.1,15
ARAGÜÉS DEL PUERTO,5,2015,19,29.6,1.9,14.7
ARAGÜÉS DEL PUERTO,1,2015,105,18.6,-5.7,5
ARAGÜÉS DEL PUERTO,7,2015,82.2,35.8,9,23.4
ARAGÜÉS DEL PUERTO,4,2015,59.6,23.1,1.5,11
ARAGÜÉS DEL PUERTO,8,2015,63.4,32.6,8,20.4
ARAGÜÉS DEL PUERTO,3,2015,32.6,22.4,-2.6,8.3
ARAGÜÉS DEL PUERTO,2,2015,133.4,12.7,-11,2.4
ARAGÜÉS DEL PUERTO,6,2015,43.5,30,4.5,17.4
AÍNSA-SOBRARBE,9,2015,111.8,29,6,17.3
AÍNSA-SOBRARBE,12,2015,5.1,16.4,-2,7.4
AÍNSA-SOBRARBE,11,2015,40,23,-5.8,8.7
AÍNSA-SOBRARBE,5,2015,18,32.5,4.3,17.7
AÍNSA-SOBRARBE,8,2015,39.6,36.8,9.4,22.4
AÍNSA-SOBRARBE,7,2015,51.2,39.8,13.2,26
AÍNSA-SOBRARBE,10,2015,40.4,24.1,0.4,12.7
AÍNSA-SOBRARBE,4,2015,46.4,26.6,-0.1,13.2
AÍNSA-SOBRARBE,2,2015,11.2,18.5,-6.7,5.3
AÍNSA-SOBRARBE,3,2015,54.8,28.1,-2.2,10.5
AÍNSA-SOBRARBE,1,2015,20.4,15.8,-5,4.7
AÍNSA-SOBRARBE,6,2015,56.4,32.2,8.6,20.4
BARBASTRO,2,2015,12.2,21.1,-8.1,5.8
BARBASTRO,8,2015,39.8,36.7,10.2,23.7
BARBASTRO,1,2015,12,15,-5.6,4.3
BARBASTRO,3,2015,47.2,25.3,-2.8,11.2
BARBASTRO,12,2015,2.8,16.8,-3.6,6.6
BARBASTRO,5,2015,1,34.6,3.7,18.6
BARBASTRO,11,2015,34.8,24.9,-4.1,10.4
BARBASTRO,10,2015,45.2,26.6,0.9,15.1
BARBASTRO,9,2015,51.2,30.3,5.6,18.4
BARBASTRO,6,2015,59.2,34.9,7.9,22
BARBASTRO,4,2015,13,26.9,0.9,14.1
BARBASTRO,7,2015,77.6,42,11.4,26.3
BELCHITE,3,2015,65.2,25.5,-3,10.7
BELCHITE,10,2015,10.5,27.7,1.5,14.8
BELCHITE,9,2015,12.2,30.8,8.2,18.9
BELCHITE,12,2015,2.7,15.7,-3.3,6.7
BELCHITE,11,2015,39.7,23.1,-1.1,10.7
BELCHITE,2,2015,8.7,18.6,-5.3,5.9
BELCHITE,5,2015,7.4,34.2,6,18.6
BELCHITE,7,2015,24.1,43.2,12.7,26.5
BELCHITE,8,2015,23.4,37.1,11.1,23.9
BELCHITE,1,2015,16.1,19.3,-5.2,5.4
BELCHITE,6,2015,47.3,37.7,9.1,21.7
BELCHITE,4,2015,21.2,25.7,0.3,13.4
BELLO,2,2015,15,12.5,-10.3,2.1
BELLO,1,2015,15.6,16.1,-8.4,2.6
BELLO,7,2015,30,38.8,11.2,25.2
BELLO,3,2015,41.8,21,-7.7,6.6
BELLO,8,2015,14,35.2,5.9,22
BELLO,9,2015,6.2,28,2.3,15.4
BELLO,10,2015,14.8,22.7,-3.5,10.9
BELLO,12,2015,0.6,19,-6.6,6.2
BELLO,11,2015,38.6,22.1,-2.1,8.9
BELLO,6,2015,22.1,32.6,1.9,17.8
BELLO,5,2015,30,34.5,-1.4,14.3
BELLO,4,2015,20.8,22.3,-2.2,10.2
BENABARRE,10,2015,50.2,23.3,0.5,13.7
BENABARRE,11,2015,87.2,23,-3.8,10.4
BENABARRE,9,2015,99,26.6,5.7,16.4
BENABARRE,5,2015,20.8,33,3.3,16.8
BENABARRE,4,2015,23.2,24.9,0.6,12.4
BENABARRE,2,2015,7.4,16.6,-7.8,3.8
BENABARRE,3,2015,48,23.8,-2.9,9.5
BENABARRE,1,2015,12.6,15.9,-4.6,4.2
BENABARRE,7,2015,54.8,37.3,11.2,24.8
BENABARRE,6,2015,65.2,30.5,7.7,19.4
BENABARRE,12,2015,1,19.8,-0.9,8.5
BENABARRE,8,2015,55.6,36.8,9.3,21.9
BIELSA,11,2015,102.2,22.4,-4.5,9.4
BIELSA,10,2015,112.5,23.1,-0.6,11.9
BIELSA,6,2015,30.8,29.2,4.4,17.3
BIELSA,9,2015,210.4,27.2,2.8,14.8
BIELSA,5,2015,31,30.5,3.3,14.9
BIELSA,4,2015,49.8,24.2,-0.2,11.1
BIELSA,12,2015,4.8,17.6,-3.8,6.3
BIELSA,7,2015,119.6,35.9,10.3,22.9
BIELSA,3,2015,27.8,22.7,-3.1,8.9
BIELSA,1,2015,72.8,17.2,-5.3,4.4
BIELSA,8,2015,115.2,34.3,6.7,19.7
BIELSA,2,2015,88.2,14.8,-9.1,2.7
BOQUIÑENI,3,2015,67,23.4,0.7,10.5
BOQUIÑENI,9,2015,10.4,29.5,8.1,18.5
BOQUIÑENI,10,2015,21.2,27.5,2.1,15.1
BOQUIÑENI,12,2015,0.8,16,-3.2,7.4
BOQUIÑENI,11,2015,42.2,23.1,-1.6,11
BOQUIÑENI,6,2015,22.2,35.1,9.1,21.4
BOQUIÑENI,5,2015,0.7,35.5,8.6,18.5
BOQUIÑENI,1,2015,17.7,15.9,-4.4,5.6
BOQUIÑENI,2,2015,19.9,18.2,-5.1,6
BOQUIÑENI,7,2015,26.2,41.3,12.4,25.4
BOQUIÑENI,8,2015,22.5,35.3,11.1,23.5
BOQUIÑENI,4,2015,14.9,26.4,3.8,14.1
BORJA,6,2015,63.6,33.4,7,20.8
BORJA,7,2015,26.2,40.3,10.8,24.9
BORJA,5,2015,7.7,33.2,7,17.5
BORJA,8,2015,34.3,35.7,9.3,22.9
BORJA,4,2015,15.6,25.3,0.4,13.2
BORJA,1,2015,23.8,16.9,-3.5,5.7
BORJA,2,2015,36.6,16.9,-5.2,5.3
BORJA,3,2015,95.7,22.4,-1.3,10.1
BORJA,10,2015,19.1,26.7,0.8,14.5
BORJA,9,2015,22.5,29,6.7,18.2
BORJA,12,2015,2.6,15.7,-2.4,6.8
BORJA,11,2015,44.9,20.8,-1.2,10.4
BUJARALOZ,8,2015,29.8,36.8,11,24.2
BUJARALOZ,3,2015,37.4,23.6,-2.5,11.5
BUJARALOZ,10,2015,6.2,27.4,2.3,15.4
BUJARALOZ,9,2015,11.2,30.2,6.8,19.1
BUJARALOZ,12,2015,2.8,16.4,-1,7.3
BUJARALOZ,11,2015,24.6,22.1,-3.6,10.9
BUJARALOZ,5,2015,1.2,34,4.6,19.1
BUJARALOZ,6,2015,21.6,34.7,9.1,22.4
BUJARALOZ,7,2015,46.6,42.8,13.3,26.7
BUJARALOZ,4,2015,14.8,26.8,1.3,14.5
BUJARALOZ,2,2015,9.5,14.1,-4.7,4.6
BUJARALOZ,1,2015,12.8,14.5,-1.4,4.9
CALAMOCHA,10,2015,27.4,24.5,-2.3,13.1
CALAMOCHA,5,2015,56.6,35.6,1.3,16.6
CALAMOCHA,7,2015,26.4,38.8,11.2,25.2
CALAMOCHA,2,2015,26.6,14.4,-10.1,3.6
CALAMOCHA,4,2015,25.2,26.1,-1.9,12
CALAMOCHA,3,2015,44.2,23.7,-5.9,8.3
CALAMOCHA,8,2015,84.8,37.4,7.5,22.7
CALAMOCHA,9,2015,13.2,30.3,3.8,16.8
CALAMOCHA,12,2015,1.2,19.4,-4.7,7.3
CALAMOCHA,11,2015,31.8,25.2,-4.6,9.9
CALAMOCHA,6,2015,41.6,33.6,3.2,19.4
CALAMOCHA,1,2015,19.8,17.6,-8.2,3.7
CALATAYUD,4,2015,18.6,26.2,1.1,13.4
CALATAYUD,6,2015,70.3,33.8,7.6,20.6
CALATAYUD,9,2015,3.4,30.5,6.6,18.3
CALATAYUD,3,2015,48.6,24.8,-4.5,9.9
CALATAYUD,10,2015,20.4,26.1,0.6,14.6
CALATAYUD,12,2015,1.4,17.8,-4.7,6.9
CALATAYUD,11,2015,30.2,23,-2.9,10.6
CALATAYUD,5,2015,3.2,37.5,3.1,17.6
CALATAYUD,7,2015,44.2,41.1,13.5,26.4
CALATAYUD,2,2015,15.2,17.4,-7.5,6.7
CALATAYUD,1,2015,5.6,15.9,-8.1,4.5
CALATAYUD,8,2015,25,37.5,9.9,23.6
CANDASNOS,4,2015,9.1,26.8,1,13.9
CANDASNOS,2,2015,10.7,18.1,-6.4,5.5
CANDASNOS,1,2015,13.3,17.1,-5.5,4.4
CANDASNOS,3,2015,42.8,23,-2.9,10.8
CANDASNOS,10,2015,3.1,27,0.8,14.5
CANDASNOS,9,2015,7.2,30.5,6.6,18.2
CANDASNOS,12,2015,3.5,16.6,-4.1,5.8
CANDASNOS,11,2015,13.6,23.7,-4.7,10.4
CANDASNOS,5,2015,2.7,34.2,4.6,18.3
CANDASNOS,6,2015,21.6,35,9.3,21.4
CANDASNOS,7,2015,26.1,41.1,13.1,25.4
CANDASNOS,8,2015,23.8,37.7,11.2,23.1
CASPE,5,2015,5,35.4,9.1,20.6
CASPE,8,2015,11.4,39.2,15,26.3
CASPE,7,2015,36.2,43.3,16.4,28.4
CASPE,1,2015,13.8,17.2,-2.9,6.4
CASPE,2,2015,23.4,19,-2.7,7.5
CASPE,4,2015,8.8,27,5.1,15.9
CASPE,3,2015,76.4,24.6,0.9,12.6
CASPE,10,2015,8.6,29.1,5.4,17.3
CASPE,12,2015,1.8,16.3,-2.9,7.1
CASPE,11,2015,20,25.1,0.5,12.7
CASPE,9,2015,16.4,32.5,11.4,21.1
CASPE,6,2015,17.6,35.4,12.8,23.8
CEDRILLAS,7,2015,92.2,33.9,11.7,22.4
CEDRILLAS,8,2015,45.4,31.4,6.7,18.3
CEDRILLAS,9,2015,58.6,23.9,2.4,12.9
CEDRILLAS,6,2015,74.2,26.3,2.6,15.7
CEDRILLAS,12,2015,0.4,17,-4.5,6.3
CEDRILLAS,10,2015,18,18.9,-1.7,10.8
CEDRILLAS,5,2015,25.2,31.2,-1,13
CEDRILLAS,11,2015,30.3,21.9,-3.8,7.8
CEDRILLAS,2,2015,18.4,10.2,-11.1,-0.1
CEDRILLAS,4,2015,16.8,19.6,1.1,8.8
CEDRILLAS,1,2015,33.4,17.2,-9.1,1.9
CEDRILLAS,3,2015,56,18.6,-5.2,5.5
DAROCA,8,2015,60.8,37.4,8.6,23.2
DAROCA,1,2015,12.3,15.9,-7.6,4.1
DAROCA,2,2015,27.1,13.9,-8.7,4
DAROCA,4,2015,18,24.7,-0.7,12.2
DAROCA,3,2015,56.9,23.7,-4.9,8.4
DAROCA,9,2015,17.7,29.7,5.3,17.2
DAROCA,10,2015,22.8,25.1,-1.9,13.7
DAROCA,12,2015,0.4,19.5,-4.4,7.6
DAROCA,11,2015,41,24,-3.8,10
DAROCA,6,2015,76.3,33.4,4.8,19.9
DAROCA,5,2015,11.7,35.8,2.3,16.7
DAROCA,7,2015,13,39.4,12,25.8
EJEA DE LOS CABALLEROS,5,2015,2,34.4,7.3,18.4
EJEA DE LOS CABALLEROS,4,2015,25.4,27,3.8,14.6
EJEA DE LOS CABALLEROS,7,2015,73,40.9,12.4,26.2
EJEA DE LOS CABALLEROS,8,2015,26.6,35.8,10.9,24
EJEA DE LOS CABALLEROS,1,2015,29.8,17.1,-3.6,6.4
EJEA DE LOS CABALLEROS,2,2015,42.6,16.4,-4.9,6
EJEA DE LOS CABALLEROS,3,2015,49.4,24.4,-0.9,10.9
EJEA DE LOS CABALLEROS,12,2015,1,17.8,-2.6,7.7
EJEA DE LOS CABALLEROS,10,2015,9.8,26.6,0.5,15.6
EJEA DE LOS CABALLEROS,6,2015,34.6,34.1,10.3,21.9
EJEA DE LOS CABALLEROS,11,2015,44.4,22.8,-0.8,11.5
EJEA DE LOS CABALLEROS,9,2015,39,30.8,7.1,18.9
FRAGA,6,2015,10.8,35.7,12,23.8
FRAGA,10,2015,3.7,28.2,2.8,16.9
FRAGA,5,2015,4,34.8,8.5,20.6
FRAGA,9,2015,4,33.3,9.1,20.7
FRAGA,8,2015,9.9,38.9,13.1,25.8
FRAGA,7,2015,45.6,42.1,16.1,28.3
FRAGA,4,2015,15,25.8,2.1,14.4
FRAGA,2,2015,21.2,19,-3.5,7.2
FRAGA,1,2015,9.6,15.9,-4.5,5.8
FRAGA,3,2015,43.4,24.8,0.3,12.8
FRAGA,12,2015,4.5,17.2,-3.8,6.6
FRAGA,11,2015,59.3,23.8,-3.7,11.6
HIJAR,6,2015,16.4,38.3,11.5,23.5
HIJAR,5,2015,8.2,35.5,7.6,20.4
HIJAR,4,2015,20,27.1,4.3,15.3
HIJAR,7,2015,63.8,42.4,15.8,28.1
HIJAR,3,2015,85.4,26.5,-0.3,12.2
HIJAR,8,2015,26,37.6,13.4,25.4
HIJAR,10,2015,10.6,28.8,1.1,15.1
HIJAR,9,2015,9.8,32.3,10.9,20.7
HIJAR,12,2015,2.8,16.9,-4.5,7
HIJAR,11,2015,40.4,23.2,1.4,12.2
HIJAR,1,2015,29.4,18.2,-3.4,7.2
HIJAR,2,2015,21.2,20.9,-2.1,7.4
HUESCA,9,2015,62.1,30.1,8.5,19
HUESCA,5,2015,3.2,35.1,5,18.9
HUESCA,7,2015,49.5,42.1,12.5,27.3
HUESCA,8,2015,43.2,36.5,11.8,24.2
HUESCA,2,2015,21.8,16.7,-5.2,6.3
HUESCA,4,2015,10.9,25.5,2.4,14.4
HUESCA,1,2015,19.4,17.5,-1.6,5.8
HUESCA,3,2015,88.8,23,0.1,12.8
HUESCA,12,2015,1,17.9,-0.9,8.6
HUESCA,11,2015,23.7,23.8,-0.9,10.9
HUESCA,10,2015,25.3,26.3,2.7,15.8
HUESCA,6,2015,26.4,34.1,9.1,22.2
JACA,3,2015,32.9,20.1,-3.2,8
JACA,2,2015,71.6,11.9,-11.8,2.5
JACA,6,2015,32.8,30.2,5,18.1
JACA,12,2015,1.1,19.4,-0.9,8.1
JACA,11,2015,59.9,22.8,-4.8,9.2
JACA,10,2015,52.2,21.7,-1.6,12
JACA,9,2015,57,25.2,2.9,14.8
JACA,5,2015,11.9,29.3,1.4,14.6
JACA,7,2015,44.7,36.8,8.3,23.4
JACA,4,2015,52.2,23.5,-0.1,11.2
JACA,8,2015,72.8,33.8,7.3,20.5
JACA,1,2015,88,15.5,-6.2,3.5
LA ALMUNIA DE DOÑA GODINA,8,2015,29,36.4,9.7,23.6
LA ALMUNIA DE DOÑA GODINA,4,2015,22.2,27.9,0.2,14.1
LA ALMUNIA DE DOÑA GODINA,3,2015,80.5,24.7,-1.9,10.7
LA ALMUNIA DE DOÑA GODINA,10,2015,21.2,27.2,1.5,15.4
LA ALMUNIA DE DOÑA GODINA,9,2015,1.6,29.9,7.4,18.5
LA ALMUNIA DE DOÑA GODINA,12,2015,2.4,20.4,-1.8,8
LA ALMUNIA DE DOÑA GODINA,11,2015,38.9,24,-1.6,11.9
LA ALMUNIA DE DOÑA GODINA,6,2015,55.6,34.9,8.4,21.4
LA ALMUNIA DE DOÑA GODINA,2,2015,15.4,17,-5.9,6.7
LA ALMUNIA DE DOÑA GODINA,5,2015,8,38.7,7,18.5
LA ALMUNIA DE DOÑA GODINA,1,2015,5.4,19.8,-3.8,7.4
LA ALMUNIA DE DOÑA GODINA,7,2015,23.4,42.4,12.2,26.1
LAGUARRES,5,2015,11.6,32.8,3.1,17
LAGUARRES,4,2015,25.4,26,-0.9,12.2
LAGUARRES,2,2015,10.2,18.1,-8.9,3.9
LAGUARRES,12,2015,0.8,16.3,-3.7,6.8
LAGUARRES,10,2015,42.8,23.3,0.2,13.2
LAGUARRES,1,2015,15.6,15.4,-6.3,3.5
LAGUARRES,3,2015,38.2,24.4,-3.7,9.5
LAGUARRES,9,2015,52,27.1,5.3,16.6
LAGUARRES,7,2015,72,38.7,11.3,25.3
LAGUARRES,11,2015,72.2,21.8,-5.9,9.2
LAGUARRES,8,2015,92,36.1,9.8,21.7
LAGUARRES,6,2015,41.4,32.4,6.2,19.9
LANAJA,9,2015,28.4,30.3,8.9,18.7
LANAJA,6,2015,41.2,32.9,9.6,21.8
LANAJA,5,2015,5.2,32.6,6,18.6
LANAJA,7,2015,32,39.9,13.5,26.4
LANAJA,8,2015,31.4,35.1,12.6,23.7
LANAJA,4,2015,16.2,24.9,2.8,14
LANAJA,2,2015,24.6,16.4,-4.8,6
LANAJA,1,2015,14.2,15.5,-2.3,5.5
LANAJA,3,2015,57.6,22.1,0.7,11
LANAJA,12,2015,4.2,15.3,-0.8,7.4
LANAJA,10,2015,23.8,25.9,2.4,15.4
LANAJA,11,2015,25,23,-0.5,10.6
LECIÑENA,7,2015,25.2,41.9,12.1,26.8
LECIÑENA,5,2015,6,36.4,6.2,17.9
LECIÑENA,8,2015,28.2,37.1,9.3,24.5
LECIÑENA,1,2015,17,18.1,-4.3,5.6
LECIÑENA,2,2015,28.6,17.3,-6.1,5.2
LECIÑENA,4,2015,23,25.9,-0.1,13.8
LECIÑENA,3,2015,57.8,22.9,-2.7,10.3
LECIÑENA,12,2015,2.2,20.2,-0.1,8.5
LECIÑENA,10,2015,16.8,26.7,0.6,15.3
LECIÑENA,9,2015,17,31.5,6.4,18.6
LECIÑENA,11,2015,20.4,23.6,-4.1,11.2
LECIÑENA,6,2015,21.2,34.3,7.2,21.8
MONTALBÁN,8,2015,14.9,36.1,8.2,22.5
MONTALBÁN,5,2015,25.2,35.2,2.4,16.2
MONTALBÁN,7,2015,37.4,38.4,12.4,25.1
MONTALBÁN,2,2015,27.4,14.4,-8.7,3.4
MONTALBÁN,1,2015,22.4,19.7,-6.2,4.8
MONTALBÁN,4,2015,8.8,24.7,-2.1,11.6
MONTALBÁN,3,2015,105.4,22.2,-4.4,8.5
MONTALBÁN,9,2015,20.6,28.1,4.6,16.5
MONTALBÁN,12,2015,0,21,-1.9,9.3
MONTALBÁN,6,2015,29.2,33.2,4.8,19.3
MONTALBÁN,10,2015,38,23.8,-1.5,13.5
MONTALBÁN,11,2015,38.8,23.8,-3.3,10.2
MONZÓN,5,2015,9,33.8,5.4,18.7
MONZÓN,4,2015,14.7,26.4,1.3,13.9
MONZÓN,2,2015,16.3,18.9,-5.5,5.4
MONZÓN,7,2015,88.4,41.4,11.4,26
MONZÓN,8,2015,51.3,37.3,9.6,23.4
MONZÓN,1,2015,17.3,16.9,-5.6,4.6
MONZÓN,3,2015,55.7,23.6,-2.5,10.8
MONZÓN,12,2015,4,16.6,-2.9,5.9
MONZÓN,9,2015,34,29.7,5.4,17.8
MONZÓN,11,2015,32.2,23.4,-4.1,9.9
MONZÓN,10,2015,42.8,26,0.8,14.5
MONZÓN,6,2015,28.5,34.5,9.4,21.9
MUNIESA,8,2015,14.4,33,11.1,22.3
MUNIESA,11,2015,58,22.2,-0.8,10.7
MUNIESA,7,2015,56.6,39,12.2,24.9
MUNIESA,4,2015,9.6,23.5,-1,12.4
MUNIESA,3,2015,102.8,21.8,-2.5,8.9
MUNIESA,9,2015,30.4,27.1,6.8,16.9
MUNIESA,6,2015,34,33.4,7.9,19.8
MUNIESA,10,2015,25.4,24.3,0.3,14
MUNIESA,12,2015,0.2,20.3,-0.5,9.2
MUNIESA,2,2015,16.6,14.8,-6.5,4
MUNIESA,1,2015,13,20.4,-1.7,6.1
MUNIESA,5,2015,11.2,35.8,4.6,16.8
QUINTO,7,2015,31.4,43.7,15.2,28.1
QUINTO,2,2015,17.6,18.9,-4.9,7
QUINTO,1,2015,17.2,16.9,-5.6,6
QUINTO,8,2015,44.4,38,12.2,25.5
QUINTO,4,2015,25.7,27.4,2,14.2
QUINTO,3,2015,60.2,23.7,-1.1,11.7
QUINTO,10,2015,9.3,27.9,4,15.4
QUINTO,9,2015,13,31.7,9,20.1
QUINTO,12,2015,5.3,15,-3.1,7
QUINTO,11,2015,27,24,-1.6,12.1
QUINTO,6,2015,14,37.4,13,23.4
QUINTO,5,2015,2.6,35.8,8.9,20
SABIÑÁNIGO,12,2015,2.6,19.8,-4.2,7
SABIÑÁNIGO,11,2015,39.8,23.8,-5.7,9.7
SABIÑÁNIGO,10,2015,50.2,21.9,-1.4,12
SABIÑÁNIGO,5,2015,8.6,31.1,1.3,15.3
SABIÑÁNIGO,7,2015,44.3,37.9,8.9,24.3
SABIÑÁNIGO,1,2015,54.6,17.7,-7.6,3.3
SABIÑÁNIGO,4,2015,41.4,25.9,-0.9,11.9
SABIÑÁNIGO,8,2015,72.8,35.2,7.3,21.3
SABIÑÁNIGO,2,2015,62.8,14.6,-13.2,2.4
SABIÑÁNIGO,3,2015,42.4,22,-4.4,8.6
SABIÑÁNIGO,9,2015,66.4,26.8,2.5,15.5
SABIÑÁNIGO,6,2015,40,31.8,4.8,18.9
SANTA EULALIA DEL CAMPO,4,2015,13.6,25.2,-1,11.2
SANTA EULALIA DEL CAMPO,3,2015,82.4,21.7,-5.7,7.6
SANTA EULALIA DEL CAMPO,9,2015,8.4,29.2,4.5,16.8
SANTA EULALIA DEL CAMPO,10,2015,17.2,23.8,-3.1,12.3
SANTA EULALIA DEL CAMPO,6,2015,32.2,32.1,4.9,19.1
SANTA EULALIA DEL CAMPO,12,2015,0.2,19.8,-3.7,7.7
SANTA EULALIA DEL CAMPO,11,2015,36.2,23.5,-5.6,9.7
SANTA EULALIA DEL CAMPO,2,2015,12,15,-9,3.4
SANTA EULALIA DEL CAMPO,1,2015,14.2,19.2,-7.4,3.6
SANTA EULALIA DEL CAMPO,8,2015,26.8,38.5,8.4,22.4
SANTA EULALIA DEL CAMPO,5,2015,31.6,36.5,1.5,16.3
SANTA EULALIA DEL CAMPO,7,2015,28.6,39.7,12.7,25.4
SARIÑENA,5,2015,6.8,32.4,6.2,19
SARIÑENA,7,2015,33,41.2,13.6,26.8
SARIÑENA,6,2015,30,34.8,10.4,22.5
SARIÑENA,4,2015,13.8,25.8,2.1,14.4
SARIÑENA,8,2015,50.2,36.5,12,24
SARIÑENA,2,2015,20.8,17.4,-4.9,6.2
SARIÑENA,1,2015,18.8,17.1,-5.6,5
SARIÑENA,3,2015,29,22.8,-0.9,11.4
SARIÑENA,9,2015,24.6,30.2,6.9,18.7
SARIÑENA,12,2015,5.9,16.4,-4.5,6.3
SARIÑENA,10,2015,34.7,26.2,0.6,15
SARIÑENA,11,2015,31.2,23.8,-3.5,10.7
SEIRA,9,2015,113.4,27.1,3.8,15.3
SEIRA,12,2015,2,14.3,-3.7,5.8
SEIRA,5,2015,53.2,31.3,2.7,15.9
SEIRA,4,2015,59.8,24.2,0.3,12
SEIRA,3,2015,29.2,26.2,-3.1,9.2
SEIRA,7,2015,108.4,37,11.2,23.5
SEIRA,2,2015,24.4,15.2,-7.3,3.8
SEIRA,8,2015,116,34.2,7.5,20.5
SEIRA,1,2015,35.6,18.2,-5.3,4.5
SEIRA,11,2015,63,22.7,-5.7,10.1
SEIRA,10,2015,61,23.2,-0.4,11.8
SEIRA,6,2015,56.2,30.7,5.6,18.4
SOPEIRA,9,2015,80,26.7,6.3,16.8
SOPEIRA,12,2015,0.8,15.8,-1.4,7.5
SOPEIRA,5,2015,25.2,32.9,5.5,17.3
SOPEIRA,4,2015,31.8,25.1,2.1,13.3
SOPEIRA,7,2015,59.2,38.4,13.1,25.2
SOPEIRA,3,2015,31.4,24.3,-0.9,10.3
SOPEIRA,2,2015,5.8,16.7,-7.6,3.5
SOPEIRA,6,2015,69,31.7,7.8,20
SOPEIRA,8,2015,87.4,35.3,9.9,21.8
SOPEIRA,11,2015,50,22.8,-0.6,11.6
SOPEIRA,10,2015,41,23.3,2.6,13.7
SOPEIRA,1,2015,16.2,20.6,-4.5,4.2
SOS DEL REY CATÓLICO,3,2015,51.7,22.3,0.3,9.9
