Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
ARANDA DE MONCAYO,8,2017,30.2,36,7.4,22.1
ARANDA DE MONCAYO,4,2017,8.1,26,-3,11.5
ARANDA DE MONCAYO,11,2017,5.5,20,-2.8,8.5
ARANDA DE MONCAYO,9,2017,5.9,29.1,4.2,16.6
ARANDA DE MONCAYO,2,2017,56.5,16.6,-2.2,7.1
ARANDA DE MONCAYO,6,2017,85.2,34.8,6.9,21.4
ARANDA DE MONCAYO,1,2017,7.2,16.8,-8.6,4.5
ARANDA DE MONCAYO,12,2017,14.2,15,-3,5.6
ARANDA DE MONCAYO,5,2017,30.6,30,1,16.3
ARANDA DE MONCAYO,10,2017,2.7,27.5,1.4,15.2
ARANDA DE MONCAYO,7,2017,15,35.5,7.3,22.1
ARANDA DE MONCAYO,3,2017,17.5,26.7,-1.7,10.2
AÍNSA-SOBRARBE,10,2017,28.8,28.8,3.9,16.1
AÍNSA-SOBRARBE,12,2017,86,16.5,-4.9,3.8
AÍNSA-SOBRARBE,6,2017,86.6,37.1,8,22.7
AÍNSA-SOBRARBE,7,2017,84.4,35.1,8,24
AÍNSA-SOBRARBE,11,2017,15.6,20.3,-3,8.4
AÍNSA-SOBRARBE,4,2017,19,27.2,-1,13
AÍNSA-SOBRARBE,9,2017,20.2,32.1,4.8,18.1
AÍNSA-SOBRARBE,3,2017,106.6,25,-1.9,10.8
AÍNSA-SOBRARBE,2,2017,102.4,19.3,-1.9,7.5
AÍNSA-SOBRARBE,1,2017,30.2,16.2,-7.7,3.6
AÍNSA-SOBRARBE,8,2017,33.6,36.8,8.3,23.8
AÍNSA-SOBRARBE,5,2017,90.4,30.5,1.3,17
BAILO,8,2017,60,35.7,8.1,22.5
BAILO,2,2017,78.8,19.4,-1.8,7.4
BAILO,3,2017,64.8,25.4,0,10.2
BAILO,11,2017,16,18.3,-3,8.4
BAILO,4,2017,22,24.1,-0.1,11.6
BAILO,10,2017,32.7,27.8,2.8,15.5
BAILO,9,2017,27.2,28.9,4.3,15.9
BAILO,1,2017,25.6,14.3,-8.9,3.4
BAILO,7,2017,20.4,34.4,9,22.6
BAILO,5,2017,69,30.5,0.3,16.6
BAILO,12,2017,86.2,14.4,-4.1,4.6
BAILO,6,2017,64,35,7,21.3
BALLOBAR,10,2017,59.6,29,5.3,17.3
BALLOBAR,1,2017,3.8,16.2,-6.2,4.3
BALLOBAR,6,2017,82,38,11.9,24.5
BALLOBAR,3,2017,66.6,27.4,3.3,12.4
BALLOBAR,9,2017,10.8,32.6,6.4,19.5
BALLOBAR,2,2017,35.4,18.6,0.4,9.3
BALLOBAR,7,2017,29.8,38.3,13,25.8
BALLOBAR,12,2017,7.6,19.2,-6.2,5.2
BALLOBAR,11,2017,10,22.9,-6.8,7.7
BALLOBAR,8,2017,10.8,39.3,11.4,25.4
BALLOBAR,5,2017,28.6,33.6,6.9,19.6
BALLOBAR,4,2017,15.8,29.1,2.5,14.6
BARBASTRO,1,2017,6.6,17.9,-9.4,3.7
BARBASTRO,12,2017,23.8,18.9,-8.8,3.8
BARBASTRO,10,2017,40.6,30.9,2.8,16.5
BARBASTRO,2,2017,58.1,19.5,-2.1,8.6
BARBASTRO,7,2017,23.3,38.3,9.1,24.8
BARBASTRO,6,2017,47.8,37.8,6.8,23.7
BARBASTRO,11,2017,7.6,21.6,-4.4,8.4
BARBASTRO,8,2017,7,38.6,7.4,24.3
BARBASTRO,3,2017,109.4,27,-1,11.8
BARBASTRO,9,2017,27.4,32.1,4.5,18.7
BARBASTRO,4,2017,34,28.9,-1,13.5016666666667
BARBASTRO,5,2017,45.4,34,3.4,18.2
BELCHITE,11,2017,0,20.2,-4.2,8.8
BELCHITE,3,2017,20.8,29.3,0.4,11.8
BELCHITE,6,2017,55.1,40.2,9.2,24.1
BELCHITE,5,2017,9.2,35.7,2.3,19.3
BELCHITE,8,2017,34.5,39.9,12.3,24.1
BELCHITE,7,2017,3,39,12.1,25.2
BELCHITE,1,2017,4.8,19,-7.1,5.6
BELCHITE,4,2017,9.6,29.5,0.3,14
BELCHITE,10,2017,10.4,31.2,5.2,16.5
BELCHITE,12,2017,6.7,18.8,-5.7,6.4
BELCHITE,9,2017,2.3,32.5,5.3,18.5
BELCHITE,2,2017,18.4,19.7,-1.8,8.2
BELLO,6,2017,38.2,35.9,6.2,21.5
BELLO,11,2017,4,18.9,-11.3,5.6
BELLO,3,2017,26.6,24.4,-2.9,8.2
BELLO,8,2017,34.6,34.9,3.6,21.5
BELLO,7,2017,5.4,37.2,5.5,21.6
BELLO,9,2017,8.4,29.1,-0.2,15.1
BELLO,10,2017,1.2,28.1,-3,13
BELLO,4,2017,17.5,24,-2,10.4
BELLO,12,2017,10.2,12.4,-11.7,2.4
BELLO,5,2017,26,29.4,0.1,14.3
BELLO,1,2017,12.8,15.8,-11.3,2.1
BELLO,2,2017,19,18,-5.8,5.7
BENABARRE,9,2017,29.4,30,4.1,16.8
BENABARRE,10,2017,73,28.6,4.1,15.7
BENABARRE,6,2017,49.2,34.9,7.1,21.7
BENABARRE,11,2017,7.6,20.8,-4.6,7.9
BENABARRE,8,2017,9,35.4,6.2,23.1
BENABARRE,2,2017,62.8,18.5,-2.7,7.3
BENABARRE,7,2017,9.8,36,7.8,23
BENABARRE,3,2017,141.8,24,-1.5,10.1
BENABARRE,4,2017,29,24.4,-1.9,11.8216666666667
BENABARRE,1,2017,21.2,16.5,-7.3,3.6
BENABARRE,12,2017,29.4,15.6,-4.8,3.8
BENABARRE,5,2017,50.2,31.1,1.9,16.2
BIELSA,7,2017,90.6,35.6,6.4,21.3
BIELSA,5,2017,158.4,32,-0.8,15.3
BIELSA,12,2017,137,16.2,-5.2,3.1
BIELSA,3,2017,95.6,25.8,-3.8,9.4
BIELSA,2,2017,157,20.4,-3.3,6.3
BIELSA,9,2017,41.4,27.9,1,14.4
BIELSA,4,2017,48.8,27,-2,11.3
BIELSA,11,2017,5,18.6,-3.5,7.3
BIELSA,10,2017,72,27,1.3,13.9
BIELSA,1,2017,63.8,14.3,-12.5,3.3
BIELSA,8,2017,76,35.9,5.5,20.7
BIELSA,6,2017,86.6,35.7,4.5,19.5
BIESCAS,8,2017,73.2,32.2,6,19.2
BIESCAS,7,2017,69.4,30.1,6.8,19.4
BIESCAS,5,2017,146.2,27.3,-0.1,13.3
BIESCAS,12,2017,230.2,15,-6.2,2.4
BIESCAS,11,2017,35.6,18.3,-4.7,6.4
BIESCAS,2,2017,213.4,17,-5.6,4.8
BIESCAS,9,2017,28.6,25.6,1.9,13.2
BIESCAS,10,2017,63.4,25.7,0.1,13.1
BIESCAS,4,2017,89,24.5,-2,9.6
BIESCAS,6,2017,73.4,32.4,4.7,18.2
BIESCAS,1,2017,87,12.9,-11.3,1.8
BIESCAS,3,2017,66.8,22,-3.1,7.6
BOQUIÑENI,11,2017,0.3,21.4,-4.4,9
BOQUIÑENI,1,2017,12.1,15.5,-7.3,4.2
BOQUIÑENI,7,2017,0.4,37.5,11.4,24.3
BOQUIÑENI,4,2017,5.7,28.6,1.6,13.9
BOQUIÑENI,2,2017,28.2,19.2,-2.2,7.9
BOQUIÑENI,3,2017,37.1,27.4,-0.1,11.4
BOQUIÑENI,10,2017,10.6,29.4,3.5,16.2
BOQUIÑENI,8,2017,54.2,39.1,11.3,23.7
BOQUIÑENI,6,2017,70.2,38.3,10.2,23.6
BOQUIÑENI,9,2017,11.5,32.3,5.3,18.1
BOQUIÑENI,12,2017,9.5,18.5,-5.2,5.9
BOQUIÑENI,5,2017,26.3,34.7,1.5,19.2
BORJA,9,2017,2.4,30.1,5.3,17.5
BORJA,3,2017,29.7,26.8,1,11.5
BORJA,10,2017,6.1,27.1,3.8,16.1
BORJA,2,2017,45.5,18.1,-0.4,8.7
BORJA,7,2017,5.7,37.3,9.8,23.8
BORJA,6,2017,79.8,37.6,8.8,22.7
BORJA,11,2017,9.3,21.7,-3.1,9
BORJA,4,2017,2,27.5,3.5,14.5
BORJA,8,2017,95.5,37.9,11.5,23.1
BORJA,5,2017,21.1,34,0.4,18.3
BORJA,12,2017,16.2,16.1,-5.5,6.3
BORJA,1,2017,19.2,16.6,-5.5,5.6
BUJARALOZ,10,2017,19.2,29.4,4.2,17.2
BUJARALOZ,8,2017,20,39.4,10.4,24.6
BUJARALOZ,2,2017,25,17.5,-0.6,8.7
BUJARALOZ,6,2017,36.8,37.9,10.7,24.3
BUJARALOZ,12,2017,4.8,17.3,-4.8,4.8
BUJARALOZ,11,2017,5.9,20.4,-2.9,9
BUJARALOZ,3,2017,47,26.8,2.2,12.3
BUJARALOZ,5,2017,13.7,34.1,2.5,19.4
BUJARALOZ,9,2017,10.8,31.4,6.3,19
BUJARALOZ,7,2017,50.2,37.9,11.2,24.9
BUJARALOZ,4,2017,14,28.8,-0.4,14.3
BUJARALOZ,1,2017,1.8,16,-7.4,4.5
CALAMOCHA,1,2017,19.4,18.2,-10.5,2.9
CALAMOCHA,2,2017,23,20.5,-4.4,7
CALAMOCHA,3,2017,36.6,27.3,-1.6,10
CALAMOCHA,10,2017,6.6,30.3,-1,14.9
CALAMOCHA,11,2017,6.6,21.5,-8.8,6.8
CALAMOCHA,12,2017,10,14.9,-9.1,3.6
CALAMOCHA,7,2017,11.8,38.1,7.8,23
CALAMOCHA,5,2017,34,32.5,1.2,16.8
CALAMOCHA,4,2017,23,27,-2.9,10.8683333333333
CALAMOCHA,9,2017,2.8,31.7,0.8,16.9
CALAMOCHA,6,2017,38.8,37.8,7.4,22.4
CALAMOCHA,8,2017,26,37.3,6.3,23
CALATAYUD,2,2017,18,20,-2.2,8
CALATAYUD,7,2017,3,38.4,9,24.3
CALATAYUD,6,2017,62,39.1,8.7,23.7
CALATAYUD,10,2017,0.6,30.2,1.8,16.1
CALATAYUD,1,2017,4.4,18,-9.1,4.4
CALATAYUD,8,2017,38.6,39.6,7.8,24.2
CALATAYUD,12,2017,8,16.3,-8.1,5.3
CALATAYUD,11,2017,1.2,22.6,-5.9,8.5
CALATAYUD,4,2017,17,28.7,-0.9,12.8066666666667
CALATAYUD,5,2017,34.8,33.9,4,18.3
CALATAYUD,9,2017,2.6,32.3,4,18.3
CALATAYUD,3,2017,17.2,28.5,0.9,11.8
CANDASNOS,2,2017,30.8,17.7,-1.6,8.4
CANDASNOS,6,2017,49.1,38.9,10.1,23.2
CANDASNOS,12,2017,4.8,18.2,-6.7,4.6
CANDASNOS,1,2017,4,16.9,-8.9,3.7
CANDASNOS,7,2017,28.2,37.7,11.8,23.8
CANDASNOS,3,2017,44,26.1,2,11.6
CANDASNOS,4,2017,9.4,28.3,-0.1,13.6
CANDASNOS,8,2017,8.1,38.8,9.9,23.6
CANDASNOS,10,2017,20,29.4,2.3,16.1
CANDASNOS,5,2017,23.4,34.6,4.4,18.6
CANDASNOS,9,2017,17.4,31.9,6.6,18.2
CANDASNOS,11,2017,17.2,22.6,-4.9,8.4
CASPE,4,2017,7,30.1,4.1,16.1283333333333
CASPE,2,2017,23.2,20.5,1.1,10.1
CASPE,6,2017,39.4,40.4,13.3,26.3
CASPE,3,2017,36.6,29.4,4.6,14.1
CASPE,12,2017,5.6,19.8,-5.7,6.6
CASPE,1,2017,5.8,19.3,-5.3,6.3
CASPE,9,2017,11.8,34.3,9,20.9
CASPE,11,2017,1.4,22.9,-2.1,10.7
CASPE,10,2017,20.8,30.9,7.9,19.1
CASPE,7,2017,9.4,39.9,14.1,27
CASPE,8,2017,14.2,40.7,13.9,26.6
CASPE,5,2017,32.6,35.9,5.9,21.1
CASTEJÓN DE VALDEJASA,12,2017,18,15.8,-3.9,5.5
CASTEJÓN DE VALDEJASA,2,2017,45.4,17,0.2,8.5
CASTEJÓN DE VALDEJASA,10,2017,8,27.5,4.1,16.7
CASTEJÓN DE VALDEJASA,8,2017,45,36.8,9.9,22.9
CASTEJÓN DE VALDEJASA,11,2017,8.8,20.4,-1.2,9.4
CASTEJÓN DE VALDEJASA,6,2017,75.4,37,8.1,22.7
CASTEJÓN DE VALDEJASA,4,2017,10,26,-0.5,12.7
CASTEJÓN DE VALDEJASA,3,2017,74.2,24.7,0.8,11.1
CASTEJÓN DE VALDEJASA,1,2017,8.8,15.7,-6.6,4.5
CASTEJÓN DE VALDEJASA,9,2017,22.2,30,6.4,17.5
CASTEJÓN DE VALDEJASA,5,2017,38,33.1,2.1,17.9
CASTEJÓN DE VALDEJASA,7,2017,17,37.3,9.3,23.2
CASTELLOTE,9,2017,4,29.5,6.5,18.7
CASTELLOTE,1,2017,25.1,19.6,-5.8,5.7
CASTELLOTE,8,2017,30,36.1,10.5,23.9
CASTELLOTE,3,2017,33.6,26.7,1.4,11.9
CASTELLOTE,2,2017,23,19.3,1.1,9.3
CASTELLOTE,12,2017,5.4,17.7,-2,7.5
CASTELLOTE,6,2017,76.6,36.1,10.1,23.4
CASTELLOTE,7,2017,52,36.1,10.3,24.2
CASTELLOTE,10,2017,1.2,28.2,4.9,17.6
CASTELLOTE,4,2017,11.6,25.5,1.3,13
CASTELLOTE,11,2017,2,22,-1.1,10.2
CASTELLOTE,5,2017,38.8,32.4,4,18.6
CEDRILLAS,10,2017,9.4,24.6,1.5,12.3
CEDRILLAS,8,2017,73,32.8,4.5,19.6
CEDRILLAS,1,2017,27.4,12.5,-12.5,0.4
CEDRILLAS,7,2017,30.8,35,5.4,19.9
CEDRILLAS,3,2017,38.8,21.6,-5.1,7
CEDRILLAS,4,2017,8,21.9,-5.7,7.9
CEDRILLAS,12,2017,5.2,13.4,-10.4,1.9
CEDRILLAS,11,2017,7,16.7,-8.1,4.8
CEDRILLAS,9,2017,19,26.1,0.7,14.2
CEDRILLAS,5,2017,41.8,26.8,-0.5,13.2
CEDRILLAS,2,2017,18,16.3,-5,4.3
CEDRILLAS,6,2017,52,31.2,5.6,18.3
DAROCA,11,2017,4.2,21.7,-7.8,7.4
DAROCA,3,2017,27.1,27.4,-0.8,10.5
DAROCA,8,2017,34.5,39,6.3,23.4
DAROCA,6,2017,77.1,38.6,8.5,22.8
DAROCA,7,2017,6.2,37.9,9.1,23.3
DAROCA,10,2017,1.2,30.1,0,15.3
DAROCA,12,2017,10.2,14.7,-9.8,4.2
DAROCA,4,2017,18,26.6,-1.9,11.6483333333333
DAROCA,1,2017,9.6,18.8,-10.1,3.2
DAROCA,5,2017,32.1,33,2.1,17.4
DAROCA,2,2017,15,20.2,-4,7.4
DAROCA,9,2017,2.7,31.6,1.9,17.1
EJEA DE LOS CABALLEROS,10,2017,5.2,29.3,2.6,17
EJEA DE LOS CABALLEROS,2,2017,31,18.6,-0.7,9.1
EJEA DE LOS CABALLEROS,4,2017,7,28,3,14.35
EJEA DE LOS CABALLEROS,7,2017,31.5,38.1,11.9,24.6
EJEA DE LOS CABALLEROS,1,2017,4.2,17.6,-7.2,5.3
EJEA DE LOS CABALLEROS,6,2017,65.6,38.6,10.3,23.8
EJEA DE LOS CABALLEROS,3,2017,69.1,27.1,1.9,11.9
EJEA DE LOS CABALLEROS,8,2017,63.2,38.3,10.9,24.1
EJEA DE LOS CABALLEROS,11,2017,13.2,20.8,-3.8,9.7
EJEA DE LOS CABALLEROS,12,2017,13.8,17.9,-5.2,5.9
EJEA DE LOS CABALLEROS,9,2017,15.4,31.9,6,18.8
EJEA DE LOS CABALLEROS,5,2017,39.6,33.9,1.8,18.6
FRAGA,5,2017,20.4,35.2,5.9,20.2
FRAGA,4,2017,19,29.7,2.7,15.4616666666667
FRAGA,11,2017,3.2,24.1,-2.8,10
FRAGA,6,2017,37,39.3,13.1,25.5
FRAGA,2,2017,23.2,19.4,1.5,10.1
FRAGA,8,2017,6.4,40.2,12.5,26.4
FRAGA,1,2017,6.6,17.6,-4.5,5
FRAGA,9,2017,13,33.6,8.7,20.6
FRAGA,10,2017,16.6,30.6,7.1,18.5
FRAGA,3,2017,76,27.9,4.1,13.3
FRAGA,12,2017,9.8,19.6,-5.3,5.7
FRAGA,7,2017,41,38.4,13.5,26.7
HECHO,9,2017,40.5,27.7,1.4,14.1
HECHO,8,2017,64.8,34.8,5.4,20.6
HECHO,5,2017,119.8,29.9,1.5,14.5
HECHO,6,2017,83.8,34.1,3,19.4
HECHO,3,2017,96.2,23.7,-2.4,8.6
HECHO,12,2017,203.2,15,-6.4,3.9
HECHO,2,2017,139,18.9,-3.4,6.1
HECHO,10,2017,30.2,27.4,0,13.8
HECHO,11,2017,38.2,18.6,-5.3,7.3
HECHO,4,2017,40.8,23.9,-2,9.9
HECHO,7,2017,22.4,33,6.3,20.7
HECHO,1,2017,87.6,15.1,-10.7,2.8
HIJAR,11,2017,0.2,21,-2.4,10.8
HIJAR,1,2017,3.6,19,-4,6.6
HIJAR,3,2017,27.2,30.8,2.9,13.8
HIJAR,10,2017,6.2,31.3,5.8,18.8
HIJAR,6,2017,46.6,41,12.2,25.5
HIJAR,8,2017,34.8,40.6,13,25.9
HIJAR,9,2017,6,32.5,7.9,20.3
HIJAR,4,2017,10.5,30.7,2.3,15.6
HIJAR,5,2017,19.5,36,8.5,20.9
HIJAR,7,2017,59.4,39.7,12.9,26.2
HIJAR,12,2017,2,21.7,-3.7,7.8
HIJAR,2,2017,18.5,21,0,9.9
HUESCA,11,2017,2.4,19.4,-2.3,9.2
HUESCA,7,2017,2.4,36.3,10.2,24.4
HUESCA,2,2017,48.6,16.3,-0.6,8.3
HUESCA,1,2017,5.8,15.8,-6.9,4
HUESCA,3,2017,87,25.4,1.3,11.6
HUESCA,4,2017,19,25.9,-0.1,13.3283333333333
HUESCA,6,2017,125.6,36.7,8.1,23.2
HUESCA,9,2017,27.6,30.8,5.5,18.3
HUESCA,10,2017,38.8,28.6,4.7,16.9
HUESCA,8,2017,19.6,37.3,10.3,24.2
HUESCA,5,2017,38.8,32.2,2.5,17.9
HUESCA,12,2017,36.6,16.2,-3.3,4.7
JABALOYAS,10,2017,23.8,24.2,3.7,14
JABALOYAS,3,2017,44,22.2,-4.7,7.7
JABALOYAS,6,2017,74,31.7,5.5,19.2
JABALOYAS,11,2017,6.5,16,-6,6.4
JABALOYAS,8,2017,49.2,32.1,5.5,20.7
JABALOYAS,4,2017,14.8,23.5,-3.5,9.9
JABALOYAS,12,2017,17,12.7,-6.1,3.1
JABALOYAS,9,2017,18.4,25.9,2.7,15.5
JABALOYAS,1,2017,23.2,12.5,-10.6,2
JABALOYAS,5,2017,45,25.7,-0.5,14
JABALOYAS,2,2017,19.2,15.9,-3.6,4.9
JABALOYAS,7,2017,20.4,34.1,4.6,21.3
JACA,8,2017,26.7,36.1,6.9,21.8
JACA,12,2017,125.8,14,-7,3.4
JACA,5,2017,83.1,29.9,-0.6,15.3
JACA,6,2017,63.4,35.1,5.2,20.8
JACA,3,2017,75.4,23.9,-2.5,8.7
JACA,2,2017,101.7,18.4,-4.2,6
JACA,10,2017,22,28,1.2,14.9
JACA,11,2017,23,20.5,-4,8.3
JACA,4,2017,28,25.5,-3,11.6283333333333
JACA,9,2017,25.8,28.6,1.5,15
JACA,7,2017,22.8,34.5,5.7,21.8
JACA,1,2017,38.8,16.1,-10.3,2.4
LA ALMUNIA DE DOÑA GODINA,1,2017,9.8,19.1,-6.9,6.1
LA ALMUNIA DE DOÑA GODINA,10,2017,0.6,29.7,2.5,16.8
LA ALMUNIA DE DOÑA GODINA,5,2017,53.9,34.9,3.9,19.1
LA ALMUNIA DE DOÑA GODINA,2,2017,23,19.1,-1.2,9.6
LA ALMUNIA DE DOÑA GODINA,9,2017,3.6,33,5.5,18.4
LA ALMUNIA DE DOÑA GODINA,7,2017,3.2,40.6,10.1,24.5
LA ALMUNIA DE DOÑA GODINA,11,2017,5,22.7,-4,10.3
LA ALMUNIA DE DOÑA GODINA,6,2017,66,39.1,9.5,23.9
LA ALMUNIA DE DOÑA GODINA,12,2017,5.4,19,-5.8,7.8
LA ALMUNIA DE DOÑA GODINA,8,2017,33.8,39.8,9.9,24.2
LA ALMUNIA DE DOÑA GODINA,4,2017,12,28,2,13.7583333333333
LA ALMUNIA DE DOÑA GODINA,3,2017,12.2,28.3,0.7,12.7
LAGUARRES,7,2017,31.8,36.3,7.8,23.5
LAGUARRES,6,2017,57.4,35.4,7.4,22
LAGUARRES,8,2017,8,36.5,7.1,23.5
LAGUARRES,2,2017,59.6,18.7,-3.3,7
LAGUARRES,3,2017,132.7,23.5,-2.7,9.7
LAGUARRES,4,2017,29.4,24.9,-2.4,11.6
LAGUARRES,12,2017,22,15.2,-8.7,2.5
LAGUARRES,9,2017,30.8,30.2,4.3,17
LAGUARRES,1,2017,20.4,15.5,-8.9,2.5
LAGUARRES,10,2017,51.8,28,2.7,15.2
LAGUARRES,5,2017,61.6,30.6,0.6,16.1
LAGUARRES,11,2017,4.6,19.4,-7.2,6.8
LANAJA,11,2017,4.8,19.4,0.1,9.6
LANAJA,1,2017,4.2,16.4,-5.9,4.6
LANAJA,2,2017,33.4,17.4,0.9,8.6
LANAJA,3,2017,46.2,26.5,3.1,12.1
LANAJA,12,2017,7.6,16.8,-3.2,5.4
LANAJA,6,2017,70,37,11.2,23.6
LANAJA,4,2017,13.2,26.7,0.7,13.8
LANAJA,9,2017,17.4,30.6,8.2,18.7
LANAJA,7,2017,8.8,36,11.7,24.5
LANAJA,10,2017,19.6,28.6,4.5,17.3
LANAJA,5,2017,25.2,32.8,3.1,18.5
LANAJA,8,2017,21.8,37.4,12,24.2
LECIÑENA,5,2017,26,35,1,18.9
LECIÑENA,9,2017,25.4,32.1,5,18.6
LECIÑENA,2,2017,28.4,18.8,-1.8,8.8
LECIÑENA,1,2017,3.2,18,-9.6,4.8
LECIÑENA,8,2017,35,39.5,9,24.6
LECIÑENA,4,2017,8,28,-2,13.6
LECIÑENA,3,2017,55.4,27.6,1.6,11.8
LECIÑENA,7,2017,6.4,38.7,11.1,24.9
LECIÑENA,6,2017,112.8,39.5,9.9,23.6
LECIÑENA,12,2017,13.5,17.5,-7,5.2
LECIÑENA,10,2017,24,29.2,2.2,17.1
LECIÑENA,11,2017,2.2,21.8,-4.3,9.1
MONTALBÁN,7,2017,13.8,37.4,7.2,22.8
MONTALBÁN,3,2017,37,26.1,-1.5,10.1
MONTALBÁN,1,2017,38.8,17.8,-10.5,3.4
MONTALBÁN,6,2017,78.6,36.1,7.3,21.7
MONTALBÁN,9,2017,7,30.5,2.4,16.6
MONTALBÁN,4,2017,8,26,-1.6,10.7083333333333
MONTALBÁN,12,2017,6.4,16.3,-8.1,4.8
MONTALBÁN,8,2017,97,36.4,6.3,22.5
MONTALBÁN,11,2017,1.4,21.9,-5.8,7.9
MONTALBÁN,10,2017,2.2,29.1,0.9,15.1
MONTALBÁN,5,2017,32.4,31.4,1.9,16.8
MONTALBÁN,2,2017,17.2,17.9,-3.3,7.3
MONZÓN,6,2017,45.6,37.6,7.5,23.6
MONZÓN,1,2017,5,18.5,-8.2,3.2
MONZÓN,11,2017,1.6,21.1,-5,7.6
MONZÓN,2,2017,66.8,18,-1.1,8
MONZÓN,8,2017,10.4,38.4,9.4,23.8
MONZÓN,4,2017,18.1,29,0.5,14.6
