Estación,Mes,Año,Precip.,T. máx. abs.,T. mín. abs.,T. media de medias
BIELSA,1,2019,99,17.6,-5,4.5
BIELSA,2,2019,15.8,23.9,-3.4,6.7
BIELSA,3,2019,3.6,24,-3.6,8.9
BIELSA,4,2019,169,21.5,-3.5,9.1
BIELSA,9,2019,65.8,29.7,4.7,17.2
BIELSA,5,2019,104.8,27.4,-2.4,12.6
BIELSA,12,2019,232.2,15.7,-3,5.3
BIELSA,8,2019,54.4,33.9,7.6,21
BIESCAS,11,2019,322.4,14,-5.8,3.7
BIESCAS,4,2019,219.8,20,-3.1,7.6
BIESCAS,8,2019,76.6,30.7,7.5,19.4
BIESCAS,6,2019,91.8,34.3,0.6,16.4
BIESCAS,7,2019,73.6,33.3,7.7,20.1
BIESCAS,10,2019,194.8,23.9,2.4,11.6
BIESCAS,9,2019,40.8,26.3,3.8,15.7
BIESCAS,1,2019,153.6,16.9,-5.3,3.1
BIESCAS,2,2019,23,21.1,-6.6,5.3
BIESCAS,3,2019,31,20.7,-4.1,7.1
BIESCAS,12,2019,306.2,14.8,-3.6,5.1
BIESCAS,5,2019,109.6,23.9,-2.6,10.6
BOQUIÑENI,12,2019,17.9,18.9,-2.6,7.5
BOQUIÑENI,1,2019,17.1,15.7,-6.6,5.6
BOQUIÑENI,2,2019,5.1,24.2,-3.4,7.7
BOQUIÑENI,3,2019,7.5,25.8,-1.1,11.4
BOQUIÑENI,4,2019,30.9,25.1,-0.9,12.6
BOQUIÑENI,5,2019,39.6,31.4,2.9,16.3
BOQUIÑENI,6,2019,17.6,41.8,5.4,22.9
BOQUIÑENI,7,2019,16.6,41.8,12.4,25.9
BOQUIÑENI,10,2019,17.6,31,6,16.4
BOQUIÑENI,8,2019,79,39.3,11.1,24.5
BOQUIÑENI,9,2019,7.6,32,9.1,20.3
BOQUIÑENI,11,2019,48.9,22.8,-0.3,9.7
BORJA,11,2019,57.1,22.8,-1.6,9.6
BORJA,12,2019,12.6,20.2,-2.7,7.6
BORJA,1,2019,28.4,16.2,-7.6,6.5
BORJA,2,2019,9.6,24,-2.4,8
BORJA,3,2019,9.8,24.6,-0.7,11.1
BORJA,4,2019,55.4,24.3,-2,12.3
BORJA,5,2019,54.2,29.2,6,15.8
BORJA,6,2019,14,41.9,5.1,21.9
BORJA,9,2019,31.5,30.4,7.2,19.5
BORJA,7,2019,17,39.5,10.9,25
BORJA,8,2019,49.6,39.6,10.5,23.8
BORJA,10,2019,25.2,27.9,4.7,15.8
CALAMOCHA,12,2019,23.2,17.6,-6,6.6
CALAMOCHA,6,2019,0.6,39.5,0.9,20.4
CALAMOCHA,1,2019,20.4,14.8,-8.1,3.1
CALAMOCHA,2,2019,2.2,23,-5.5,6.8
CALAMOCHA,3,2019,18.2,26,-5.2,8.2
CALAMOCHA,4,2019,84,23.2,-2.1,9.8
CALAMOCHA,5,2019,34.6,29.5,-1.7,13
CALAMOCHA,10,2019,27,29.4,2.2,14.6
CALAMOCHA,7,2019,84.6,37.4,9.5,23.6
CALAMOCHA,8,2019,14,37,8.2,22.8
CALAMOCHA,9,2019,6.4,31,4.7,18
CALAMOCHA,11,2019,55.2,21.2,-3.6,7.9
CALATAYUD,9,2019,21,32.3,7.2,19.6
CALATAYUD,10,2019,20,31.7,5.2,16.2
CALATAYUD,11,2019,38,21.9,-2,9.8
CALATAYUD,1,2019,11.6,16.7,-6.9,4.7
CALATAYUD,12,2019,29.2,19.8,-4,8.1
CALATAYUD,2,2019,5.8,24.7,-4,8.3
CALATAYUD,3,2019,7.7,27.4,-2.8,10.5
CALATAYUD,4,2019,62.4,25.7,-1.4,11.6
CALATAYUD,5,2019,27.4,31,0.9,15.4
CALATAYUD,6,2019,13,43,4.9,22.5
CALATAYUD,7,2019,30.2,40.4,12,25.5
CALATAYUD,8,2019,21.4,38.9,10.5,24.8
CANDASNOS,12,2019,36.2,18,-1.8,7.7
CANDASNOS,1,2019,10.6,16.4,-6.4,3.8
CANDASNOS,2,2019,6.3,24.3,-3.3,7.6
CANDASNOS,3,2019,0.8,24.3,-1.7,11.1
CANDASNOS,4,2019,43.9,25.1,-0.1,12.5
CANDASNOS,5,2019,47.8,31,2,16.3
CANDASNOS,6,2019,6.9,42.2,6.9,21.8
CANDASNOS,7,2019,34.6,39.5,11.1,24.7
CANDASNOS,8,2019,13.8,38.2,12.2,24.3
CANDASNOS,10,2019,58.2,31.1,4.4,15.9
CANDASNOS,11,2019,20.4,25.3,-2.8,9.6
CANDASNOS,9,2019,9.3,32.3,8.4,20.1
CASPE,10,2019,27.8,31,8.5,18.2
CASPE,1,2019,12.6,16,-2.8,6.5
CASPE,2,2019,0.2,24.1,-0.4,9.7
CASPE,3,2019,3,25.8,1.7,12.9
CASPE,4,2019,23.8,25.5,2.1,14.3
CASPE,5,2019,14.2,31.1,6.8,17.9
CASPE,6,2019,7,43.2,8.7,24
CASPE,7,2019,13.8,40.9,16.4,27.6
CASPE,8,2019,12.2,41.1,16,26.8
CASPE,11,2019,10.6,25.4,1.6,11.6
CASPE,9,2019,7.2,32.9,13.8,22.6
CASPE,12,2019,26.3,19.4,0.7,9.3
CASTEJÓN DE VALDEJASA,11,2019,69.4,21.1,0.6,8.5
CASTEJÓN DE VALDEJASA,1,2019,26.3,13.7,-3.6,5.1
CASTEJÓN DE VALDEJASA,2,2019,6.4,22.8,-0.6,9.2
CASTEJÓN DE VALDEJASA,12,2019,24,16.6,-4,7.6
CASTEJÓN DE VALDEJASA,3,2019,11.6,25.3,-0.7,10.3
CASTEJÓN DE VALDEJASA,4,2019,56.4,22.6,-0.3,11.2
CASTEJÓN DE VALDEJASA,5,2019,46.8,28.6,1.3,14.4
CASTEJÓN DE VALDEJASA,6,2019,8.6,40,5,20.8
CASTEJÓN DE VALDEJASA,7,2019,56.2,38.7,11.3,25
CASTEJÓN DE VALDEJASA,9,2019,40.2,29.8,7.6,19.5
CASTEJÓN DE VALDEJASA,8,2019,104,36.7,10.8,23.7
CASTEJÓN DE VALDEJASA,10,2019,35.6,27.6,5.6,15.8
CASTELLOTE,10,2019,44.4,29.8,6.2,16.8
CASTELLOTE,2,2019,1.4,23.2,-0.7,9.6
CASTELLOTE,11,2019,30.2,22.7,1,10
CASTELLOTE,12,2019,33.2,20.9,-4,9.8
CASTELLOTE,9,2019,29.6,30.9,10.9,20
CASTELLOTE,1,2019,25.4,15.9,-2.2,6.2
CASTELLOTE,3,2019,14.2,24.2,0.2,10.3
CASTELLOTE,4,2019,45.6,23.3,0.7,11.6
CASTELLOTE,5,2019,16.4,28.4,4.2,15.2
CASTELLOTE,6,2019,15,39.4,5.8,21.8
CASTELLOTE,7,2019,20.6,37.1,13.4,25.2
CASTELLOTE,8,2019,26,37.7,13.9,24.4
CEDRILLAS,10,2019,40,24.6,0.8,11.6
CEDRILLAS,11,2019,45.6,15.8,-3.8,4.6
CEDRILLAS,12,2019,35.4,17.9,-3.8,5.3
CEDRILLAS,1,2019,14,14.8,-9.7,1.5
CEDRILLAS,2,2019,0.8,19.1,-6.3,4.2
CEDRILLAS,3,2019,22.3,20.9,-6.9,5.6
CEDRILLAS,4,2019,94.6,18.8,-3.1,6.4
CEDRILLAS,5,2019,37,23.8,-0.3,10.4
CEDRILLAS,6,2019,17.8,32.9,-1.3,16.4
CEDRILLAS,7,2019,38.8,33.7,8.3,20.5
CEDRILLAS,8,2019,14,31.8,8.1,19.8
CEDRILLAS,9,2019,84.4,28.3,3.9,15.5
DAROCA,5,2019,42.3,29.2,-1.2,13.7
DAROCA,8,2019,12.6,37,9.3,23.4
DAROCA,12,2019,22.8,18.2,-6,7
DAROCA,1,2019,16.2,14.8,-7.4,3.7
DAROCA,2,2019,8,23.5,-4,7.4
DAROCA,3,2019,18.4,25.2,-3.8,8.9
DAROCA,4,2019,89.1,23.9,-2.7,10.3
DAROCA,6,2019,6.2,40.7,2.3,21.3
DAROCA,7,2019,42.2,37.8,10.1,24.1
DAROCA,10,2019,31.6,30.1,3.9,15.1
DAROCA,9,2019,8.6,32.2,5.7,18.4
DAROCA,11,2019,46.9,21.2,-3.4,8.4
EJEA DE LOS CABALLEROS,11,2019,70.2,21.9,0.9,9.6
EJEA DE LOS CABALLEROS,1,2019,20.6,16.3,-6,6
EJEA DE LOS CABALLEROS,2,2019,8.2,24,-1,9.4
EJEA DE LOS CABALLEROS,3,2019,11.8,25.7,-1.4,11.2
EJEA DE LOS CABALLEROS,12,2019,26,16.9,-2.7,7.8
EJEA DE LOS CABALLEROS,4,2019,37,25.8,-1,12.9
EJEA DE LOS CABALLEROS,5,2019,52,30.6,2.1,16
EJEA DE LOS CABALLEROS,6,2019,26.6,42.3,5.9,22.6
EJEA DE LOS CABALLEROS,7,2019,28.8,40.6,12.3,25.9
EJEA DE LOS CABALLEROS,9,2019,33.4,31.2,7,20.8
EJEA DE LOS CABALLEROS,8,2019,46.8,38.3,11.3,25
EJEA DE LOS CABALLEROS,10,2019,28.8,28.3,6.1,16.9
FRAGA,9,2019,7,33.1,12.3,22.9
FRAGA,10,2019,73,31.3,7.6,17.8
FRAGA,12,2019,38.6,19.1,1.5,9.3
FRAGA,4,2019,39.4,26.4,3.1,14.4
FRAGA,1,2019,13,18,-3.8,5.8
FRAGA,2,2019,1,25,-1.4,9.5
FRAGA,3,2019,1.4,24.6,1.4,12.8
FRAGA,5,2019,34,30.6,5.3,18.2
FRAGA,6,2019,5.6,43.6,8.7,23.8
FRAGA,7,2019,47.8,40.4,15.4,27.5
FRAGA,8,2019,26.8,40.8,16.2,27
FRAGA,11,2019,17.2,24.7,-0.6,11.2
HECHO,12,2019,187.4,16,-4.6,5.9
HECHO,5,2019,94.8,26,-3.8,11.2
HECHO,6,2019,68,37.1,0.3,17.8
HECHO,10,2019,97.6,26.7,2.1,13.3
HECHO,9,2019,26.6,29.8,2.9,16.7
HECHO,1,2019,151.6,16,-4.6,3.8
HECHO,2,2019,34,23,-5.9,6.1
HECHO,3,2019,13.2,22.9,-3.9,7.8
HECHO,11,2019,344.4,16.9,-4.8,4.9
HECHO,4,2019,118.6,21.3,-3.3,8.7
HECHO,7,2019,89.8,35.6,6.2,21.3
HECHO,8,2019,70.4,32.9,5.7,20.5
HIJAR,1,2019,13.2,16.9,-5,6.9
HIJAR,2,2019,0.2,24,-1,10
HIJAR,3,2019,11.6,25.3,1.9,13.4
HIJAR,4,2019,23.6,27.6,0.9,14.4
HIJAR,5,2019,25.2,32.4,3.4,18
HIJAR,6,2019,7,43.6,8.1,23.9
HIJAR,7,2019,33.8,41.5,15.6,27.5
HIJAR,8,2019,5.2,42.5,15.6,26.7
HIJAR,10,2019,33.6,32,8,18.3
HIJAR,9,2019,6.8,35.3,12.3,22.6
HIJAR,11,2019,26.8,26.2,1.1,12.2
HIJAR,12,2019,22.2,22.7,-1.9,9.6
HUESCA,3,2019,6,23.2,1,10.9
HUESCA,7,2019,45.6,38.9,11.8,25.6
HUESCA,10,2019,60.6,28,6.4,15.8
HUESCA,11,2019,52.6,20.3,-2.3,8.2
HUESCA,12,2019,57.8,14.1,-2.8,7.1
HUESCA,1,2019,20,15.9,-5.8,3.9
HUESCA,2,2019,0.4,22.3,-2,8.8
HUESCA,4,2019,52.8,22.8,-0.5,11.7
HUESCA,5,2019,31.8,30,1.5,15.4
HUESCA,6,2019,10.8,41.2,6.2,22.4
HUESCA,9,2019,41.6,29.7,8.8,20.2
HUESCA,8,2019,77.8,37.7,11.4,24.6
JABALOYAS,1,2019,12,13.3,-6.7,3.2
JABALOYAS,10,2019,36.2,23.7,1.3,12.6
JABALOYAS,11,2019,43,16,-3.2,4.6
JABALOYAS,12,2019,87.2,17.5,-1.4,6.1
JABALOYAS,2,2019,6.6,17.8,-5.3,6
JABALOYAS,3,2019,36.8,20,-2.6,6.9
JABALOYAS,4,2019,112.2,19,-2.8,6.3
JABALOYAS,5,2019,12.2,23.6,0.5,11.6
JABALOYAS,6,2019,2,32.3,2.3,17.8
JABALOYAS,9,2019,53.6,26.9,5.8,15.9
JABALOYAS,7,2019,21.8,33.2,7,21.5
JABALOYAS,8,2019,47.8,31.2,9.9,21.1
JACA,9,2019,19,29.9,4.8,17.8
JACA,10,2019,106.1,27.4,3.6,13.8
JACA,1,2019,80.6,15.1,-7.1,3
JACA,11,2019,206.1,16.2,-4.6,4.1
JACA,2,2019,24.5,23,-7,7.2
JACA,3,2019,13.7,23.3,-2.8,8.3
JACA,4,2019,97.8,21.9,-2.8,9
JACA,12,2019,160.5,16.1,-4.3,5.8
JACA,5,2019,77.4,27.3,-2.4,12.1
JACA,6,2019,54,38.7,0.8,19.3
JACA,7,2019,52.9,37.3,7.6,22.7
JACA,8,2019,48.7,36.1,7,22.2
LA ALMUNIA DE DOÑA GODINA,9,2019,1.4,33.4,8.5,20.5
LA ALMUNIA DE DOÑA GODINA,12,2019,27.8,22,-2,9.6
LA ALMUNIA DE DOÑA GODINA,1,2019,16.2,17.9,-5.1,7.1
LA ALMUNIA DE DOÑA GODINA,2,2019,17.4,26.2,-3,9.4
LA ALMUNIA DE DOÑA GODINA,3,2019,18.4,29.4,0.2,11.9
LA ALMUNIA DE DOÑA GODINA,4,2019,40.6,25.8,-0.6,12.9
LA ALMUNIA DE DOÑA GODINA,10,2019,25,31.5,6.9,17.3
LA ALMUNIA DE DOÑA GODINA,5,2019,33.6,30.5,1.2,15.9
LA ALMUNIA DE DOÑA GODINA,6,2019,20.8,43.3,5.6,22.6
LA ALMUNIA DE DOÑA GODINA,7,2019,24.2,41,13.3,25.7
LA ALMUNIA DE DOÑA GODINA,8,2019,25,39.7,11.8,25
LA ALMUNIA DE DOÑA GODINA,11,2019,38,24.4,0.6,11.6
LAGUARRES,11,2019,67.2,18.4,-4.7,6.7
LAGUARRES,1,2019,23.2,15.9,-7.5,2.4
LAGUARRES,6,2019,17.6,40,2.9,20.5
LAGUARRES,10,2019,127.2,28.2,3.7,14.5
LAGUARRES,12,2019,57.6,15.2,-3,6.3
LAGUARRES,9,2019,3.6,29.5,7.2,19.1
LAGUARRES,2,2019,4.6,21.9,-6.6,6.9
LAGUARRES,3,2019,8.8,22.4,-2.3,9.1
LAGUARRES,4,2019,76.2,23.4,-3.5,10.4
LAGUARRES,5,2019,34.8,27.6,-0.9,13.9
LAGUARRES,7,2019,45.4,37.9,10,24.3
LAGUARRES,8,2019,100.8,35.3,10.4,23.5
LANAJA,3,2019,5,24.2,-1.8,10.3
LANAJA,12,2019,34,16.4,-2.6,8
LANAJA,1,2019,21.2,15.2,-5.4,4.4
LANAJA,2,2019,2.6,23.2,-0.6,9
LANAJA,4,2019,32.1,242,1.2,12.5
LANAJA,5,2019,35.8,31,2.4,16.1
LANAJA,6,2019,0.4,41,10,22
LANAJA,7,2019,21.6,37.6,14.1,25.5
LANAJA,8,2019,26.8,38.8,13.6,24.8
LANAJA,10,2019,40,28.7,7.1,16.8
LANAJA,9,2019,6.5,30.5,10.4,20.9
LANAJA,11,2019,28.6,23.1,0.4,9.8
LECIÑENA,10,2019,30,28.8,4.3,16.4
LECIÑENA,12,2019,36.6,17.7,-3.5,7.8
LECIÑENA,5,2019,52.6,31.3,-1.2,15.4
LECIÑENA,7,2019,13.4,40.6,10.9,25.9
LECIÑENA,1,2019,19.8,14.7,-8.5,4.6
LECIÑENA,2,2019,1.2,24,-3.5,8.7
LECIÑENA,9,2019,14.4,31.5,6.1,20.3
LECIÑENA,3,2019,7.6,26.8,-3,10.5
LECIÑENA,4,2019,37.6,24.4,-0.6,12.1
LECIÑENA,6,2019,3.8,42.6,4.3,22.6
LECIÑENA,8,2019,34.4,38.9,11.6,25.1
LECIÑENA,11,2019,47.4,23.8,-1.4,9.3
MONTALBÁN,11,2019,28.6,20.9,-2.9,8.2
MONTALBÁN,2,2019,8.2,23.2,-3.6,7.4
MONTALBÁN,12,2019,52.4,19.4,-4.1,7.8
MONTALBÁN,9,2019,21.8,30.4,4.9,18
MONTALBÁN,1,2019,19.4,14.4,-7.8,3.8
MONTALBÁN,3,2019,25.6,25.4,-4.2,8.4
MONTALBÁN,4,2019,83.8,22,-2.3,9.6
MONTALBÁN,5,2019,23.8,27,-0.5,12.8
MONTALBÁN,6,2019,8.2,38.7,1.2,20.6
MONTALBÁN,7,2019,55.2,36.7,10.2,23.4
MONTALBÁN,10,2019,36.6,28.9,3.6,14.9
MONTALBÁN,8,2019,13,36.8,9.9,22.8
MONZÓN,11,2019,24.1,22.5,-3.4,8.8
MONZÓN,9,2019,13.2,31.8,7.7,20
MONZÓN,12,2019,44.1,16.5,0,7.9
MONZÓN,1,2019,12.2,18,-7.5,2.9
MONZÓN,2,2019,7.8,24.3,-5,7.4
MONZÓN,3,2019,1.5,26,-0.2,11.4
MONZÓN,4,2019,50.1,26.1,1.2,13.2
MONZÓN,5,2019,20.8,31,1,17
MONZÓN,6,2019,4.8,42.5,4.8,22.6
MONZÓN,7,2019,57.3,38.8,11.8,25.5
MONZÓN,8,2019,71.5,40.5,11.5,26.6
MONZÓN,10,2019,82.9,29.8,6.1,15.8
MOSQUERUELA,10,2019,38.6,23.3,0.7,12.2
MOSQUERUELA,11,2019,21,17.2,-3.5,4.6
MOSQUERUELA,12,2019,71.8,18.6,-0.6,6.5
